query,origin_instruct,app,ground_truth_tool
麻烦在抖音的商城中搜搜汽车防滑垫的价格再按价格排序进行购买,"
在抖音中的商城搜索<搜索内容> 

在抖音中的商城搜索<搜索内容> 按价格排序","抖音
 抖音",[]
我想去美团上看看景点门票价格购买门票按价格由低到高,"
在美团中搜索<搜索内容> 
","美团
 美团",[]
我想先在阿里巴巴上搜一下儿童玩具的价格然后再按综合排序购买,"在阿里巴巴中<搜索内容> 
 ","阿里巴巴
 阿里巴巴",[]
能否帮我到唯品会中找找女士包包然后按综合排序进行购买,"
在唯品会中搜索<搜索内容> 
","唯品会
 唯品会","[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
能帮我在快手极速版中看看厨房小家电的价格接着再看看用户的使用反馈评价评论最后下单购买按销量排序,"
在快手极速版中搜索<搜索内容> 
在快手极速版中查看<搜索内容> 的评论
在快手中的商城搜索<搜索内容> 按综合排序","快手极速版
 快手极速版
 快手极速版",[]
能否帮我在快手的商城里搜搜男士手表然后看下评价信息最后购买按综合排序,"在快手中的商城搜索<搜索内容> 
在快手中的商城查看搜索<搜索内容> 的评论","快手
 快手
 快手",[]
帮我在抖音的商城中搜一下保罗的球衣,在抖音中的商城搜索<搜索内容>,抖音,[]
算了还是在淘宝中搜一下吧,在淘宝中的商城搜索<搜索内容> ,淘宝,[]
可以帮我在抖音的商城中下单一箱伊利牛奶吗,在抖音中的商城下单搜索<搜索内容> ,抖音,[]
不对，不要抖音要京东,在抖音中的商城下单搜索<搜索内容> ,抖音,[]
去京东上瞅瞅我的优惠券还有多少,,京东,[]
还是换天猫看看吧,,天猫,[]
帮我看一下昨天美团中的外卖订单,在美团中查看订单,美团,[]
还是看看上周的吧,在美团中查看订单,美团,[]
在拼多多上帮我问问客服退货咋弄,在拼多多中查看退货订单,拼多多,[]
算了改成问换货的步骤,在拼多多中联系我的客服,拼多多,[]
到闲鱼上瞧瞧我买的东西发没发货,在闲鱼中查看我的订单物流,闲鱼,[]
换成看物流到哪了,在闲鱼中查看我的订单物流,闲鱼,[]
去抖音的商城里搜搜好看的杯子,在抖音中的商城搜索<搜索内容> ,抖音,[]
还是搜搜盘子吧,在抖音中的商城搜索<搜索内容> ,抖音,[]
哎，京东上我昨天买的东西订单在哪呢，找不着了,在京东中查看我的订单物流,京东,[]
那去天猫上找找我前天的订单吧,在天猫中查看我的订单物流,天猫,[]
美团上我点的外卖到哪了呀,在美团中查看我的订单物流,美团,[]
换成看我订的电影票信息,在美团中查看我的订单物流,美团,[]
帮看看抖音的商城里那个太平鸟裙子还有货不,在抖音中的商城搜索<搜索内容> ,抖音,[]
还是看那件森马上衣吧,在抖音中的商城搜索<搜索内容> ,抖音,[]
找找抖音极速版里我收藏的视频咋没了,在抖音极速版中搜索收藏的<搜索内容>,抖音极速版,[]
换成找我点赞的视频,在抖音极速版中搜索<搜索内容> ,抖音极速版,[]
唯品会里我买的鞋能换个尺码不，问问客服,在唯品会中联系我的客服,唯品会,[]
改成问能不能退货,在唯品会中联系我的客服,唯品会,[]
拼多多上那个水果拼单成功没呀，瞅瞅,在拼多多中查看我的订单,拼多多,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
换成看零食的拼单进度,在拼多多中查看我的订单,拼多多,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
天猫上我加购的化妆品降价了没，看看呗,在天猫中搜索<搜索内容> ,天猫,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
改成看护肤品的,在天猫中搜索<搜索内容> ,天猫,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
瞧瞧闲鱼上我卖的书有人买了吗,在闲鱼中查看我的订单,闲鱼,[]
改成看我买的衣服发货没,在闲鱼中查看我的订单物流,闲鱼,[]
帮我看一下转转上那个二手苹果手机是正品不,在转转中搜索<搜索内容> ,转转,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
还是看那台二手苹果笔记本电脑,在转转中搜索<搜索内容> ,转转,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
看看抖音火山版里我关注的主播开播了没,在抖音火山版中搜索收藏中的<搜索内容>,抖音火山版,[]
算了先找一下我收藏的视频吧,,抖音火山版,[]
帮我问一下阿里巴巴上那个批发的乐高玩具多少钱然后打开抖音搜索批发乐高玩具的价格,"在阿里巴巴中搜索<搜索内容> 
在抖音中搜索<搜索内容> ","阿里巴巴
 抖音",[]
改成问文具的批发价和价格,"
在阿里巴巴中搜索<搜索内容> 
在抖音搜索搜索<搜索内容> ","阿里巴巴
抖音",[]
鉴定下得物上那双李宁鞋是真的不然后去淘宝看看价格," 
在淘宝中搜索<搜索内容> ","得物
 淘宝","[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
换成鉴定那件詹姆斯球衣是不是真的和价格,"
在淘宝中搜索<搜索内容> ","得物
 淘宝","[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
快手极速版里我赚的金币能换多少钱呀然后看看金币能兑换什么商品,"
在快手极速版中搜索<搜索内容> ","快手极速版
 快手极速版",[]
算了在淘宝看吧,"

在淘宝中搜索<搜索内容> ","淘宝
 淘宝","[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
帮我看看快手的商城里的国家地理背包黑色款然后购买黑色款的国家地理背包,"
在快手中的商城搜索<搜索内容> 
","快手
 快手",[]
想了想还是看一下那个钱包吧,"
在快手中的商城搜索<搜索内容> 
","快手
 快手",[]
能否查下京东上我的会员快到期了不再续费一年,,"京东
 京东",[]
算了还是看淘宝会员情况吧,,"淘宝
 淘宝",[]
帮我看下抖音的商城里我买的海飞丝洗发水啥时候到然后再购买一块肥皂,"
在抖音中的商城中查看我的订单物流
","抖音
 抖音",[]
改成购买欧莱雅沐浴露,,抖音,[]
能否帮我看下抖音极速版里我发布的作品有多少人看了然后在抖音里面也看看,"在抖音极速版中搜索<搜索内容> 
",抖音极速版,[]
算了还是看下评论数,在抖音极速版中搜索<搜索内容> ,抖音极速版,[]
帮我看下唯品会里那件羽绒服有优惠活动不然后下单购买,"在唯品会中搜索<搜索内容> 
","唯品会
 唯品会","[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
改成看一下棉服的,在唯品会中搜索<搜索内容> ,"唯品会
 唯品会","[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
帮我看下拼多多上我参加的砍价还差多少钱然后再搜索荣耀手表的价格,"在拼多多中搜索<搜索内容> 
在拼多多中搜索<搜索内容> ","拼多多
 拼多多",[]
还是换成看下拼单还差几人,在拼多多中搜索<搜索内容> ,拼多多,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
能否帮我问下转转上索尼游戏机带手柄不然后再看下aj球鞋的价格,"在转转中搜索<搜索内容> 
在转转中搜索<搜索内容> ","转转
 转转",[]
还是换成在京东看吧,"在京东中搜索<搜索内容> 
在京东中搜索<搜索内容> ","京东
 京东",[]
可不可以帮我查询一下得物上那双限量科比鞋啥时候发售然后再一下搜索首发时的价格,"在得物中搜索<搜索内容> 
在得物中搜索<搜索内容> ","得物
 得物",[]
算了还是换成看那双联名鞋,"在得物中搜索<搜索内容> 
在得物中搜索<搜索内容> ","得物
 得物",[]
问问客服京东上我买的手机能开发票不然后问问有没有价保,"
在京东中查看全部发票
在京东中联系我的客服","京东
 京东",[]
算了还是改成问电脑的,"
在京东中查看全部发票
在京东中联系我的客服","京东
 京东",[]
能否查一下转转上佳能相机的像素是多少然后再看看最新款的荣耀手机,"在转转中搜索<搜索内容> 
在转转中搜索<搜索内容> ","转转
 转转",[]
我觉得还是看下相机的内存大小核最新款的华为手机,"
在转转中搜索<搜索内容> 
在转转中搜索<搜索内容> ","转转
 转转",[]
打开转转看一下我的退款售后订单,在转转中查看退款售后订单,转转,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
在转转里帮我联系一下在线的客服,在转转中联系在线客服,转转,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
打开淘宝帮我搜索一下夏季短裤，顺便帮我按销量排序一下,在淘宝中搜索<搜索内容>按销量排序,淘宝,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
查看天气,,,[]
打开拼多多签个到,在拼多多中进行签到,拼多多,"[
    {
        ""name"": ""sign_in(app, page_type)"",
        ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""
    }
]"
看一下我在拼多多里的全部发票,在拼多多中查看全部发票,拼多多,"[
    {
        ""name"": ""open_invoice_page(app, page_type)"",
        ""description"": ""在app应用程序中打开与发票相关的页面""
    }
]"
在拼多多里面找一下马克杯，顺便帮我按价格从便宜到贵排序一下,在拼多多中搜索<搜索内容>按价格从低到高排序,拼多多,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
播放周杰伦的歌,,,[]
看一下我在抖音商城里面没有评价的订单,在抖音中的商城查看待评价订单,抖音,[]
帮我去转转联系一下客服,在转转中联系客服,转转,[]
去12306上帮我候补一下去武汉的高铁票,,12396,[]
用高德帮我拼个车,,高德,[]
打开京东帮我在购物车看一下我有没有买过电动牙刷,在京东中的购物车中搜索<搜索内容>,京东,[]
看一下抖音极速版商城里的售后订单,在抖音极速版中的商城查看售后订单,抖音极速版,[]
打开抖音火山版，在商场里面帮我看一下最新款苹果手机，按销量高低给他们排个序,在抖音火山版中的商城搜索<搜索内容>按销量排序,抖音火山版,[]
帮我导航去公司,,,[]
打开阿里巴巴，帮我搜一下榴莲，按价格排个序,在阿里巴巴中搜索<搜索内容>按价格从低到高排序,阿里巴巴,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
yoyo，你不想知道我在京东关注了哪些店铺吗,在京东中查看店铺关注,京东,"[
    {
        ""name"": ""open_favorite_stores(app, filter_type)"",
        ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并按照条件进行筛选""
    }
]"
去抖音火山版商城里面搜一下清凉贴顺便帮我按综合排序,在抖音火山版中的商城搜索<搜索内容>按综合排序,抖音火山版,[]
看一下我支付宝荷包里面存了多少钱,,支付宝,[]
看一下我之前要买的篮球，在京东购物车里面,在京东中的购物车中搜索<搜索内容>,京东,[]
看一下我寄出去的东西签收了没，在京东里,在京东中查看已签收的寄件,京东,"[
    {
        ""name"": ""open_logistics_send(app, filter_type)"",
        ""description"": ""打开显示已售商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
看看我在京东中收藏的东西有没有哪些降价了,在京东中查看商品收藏中的降价商品,京东,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
用高德打车去公司,,高德,[]
打开京东看一下我有哪些还没有评价的订单,在京东中查看待评价订单,京东,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
在抖音商城里面找一下卖袜子的店,在抖音中的商城搜索<搜索内容>店,抖音,[]
能不能帮我按人气排序在抖音商城里面看一下云南出游路线推荐的店铺,在抖音中的商城搜索<搜索内容>店按人气排序,抖音,[]
我想听书，帮我打开喜马拉雅,,喜马拉雅,[]
在抖音极速版商城里面搜索山地车的的店子，居然可以按人气高低排序，真是不可思议,在抖音极速版中的商城搜索<搜索内容>店按人气排序,抖音极速版,[]
看一下我在淘宝里面开过票的发票,在淘宝中查看已开票发票,淘宝,"[
    {
        ""name"": ""open_invoice_page(app, page_type)"",
        ""description"": ""在app应用程序中打开与发票相关的页面""
    }
]"
打开拼多多找一下前几天买的那箱矿泉水的订单，然后去看看在抖音商城里的订单,"在拼多多中搜索<搜索内容>订单
在抖音中的商城查看我的订单","拼多多
 抖音",[]
看一下明天下不下雨，顺便打开网易云播放音乐,,网易云,[]
看一下我在抖音商城买的东西的物流，再去唯品会看一下我收藏的商品,"在抖音中的商城查看派送中物流
在唯品会中查看我的收藏","抖音
 唯品会",[]
看一下我在阿里巴巴里面之前添加到采购车中的商品现在还有没有货，顺便签个到领元宝,"在阿里巴巴中查看采购车中的现货商品
在阿里巴巴中签到领元宝","阿里巴巴
 阿里巴巴",[]
去闲鱼找一下我买的苹果手机的订单，然后打开阿里巴巴看一下我买的东西有没有还没付款的,"在闲鱼中搜索我买到的<搜索内容>订单
在阿里巴巴中查看待付款订单","闲鱼
 阿里巴巴",[]
看一下今天天气怎么样，并用滴滴打车打个特惠快车过去,,滴滴,[]
打开抖音去商城里面看一下我还没取件的商品，顺便看看我在天猫关注了哪些店铺,"在抖音中的商城查看待取件物流
在天猫中查看我关注的店铺","抖音
 天猫",[]
看一下我京东购物车都有些啥东西，再去得物签个到,"在京东中查看购物车
在得物中进行每日签到","京东
 得物",[]
帮我打开闲鱼看一下我卖出去的手机订单，在帮我看看我在抖音的商城里买的商品的物流情况,"在闲鱼中搜索我卖出的<搜索内容>订单
在抖音中的商城查看订单物流","闲鱼
 抖音",[]
月末了，帮我打开微信看一下我还剩多少钱，再去支付宝也看一下,,"微信
 支付宝",[]
帮我在抖音火山版的商城里搜一下跑步鞋按综合排序，再去得物品帮我看一下我买了哪些商品,"在抖音火山版中的商城搜索<搜索内容>按综合排序
在得物中查看订单","抖音火山版
 得物",[]
打开抖音商城帮我看一下我签收了哪些东西，然后去唯品会看一下我最近一个月都收藏了哪些东西,"在抖音中的商城查看已签收物流
在唯品会中查看我的收藏中1个月内收藏商品","抖音
 唯品会",[]
去我的购物车看看在转转里面，再去唯品会签个到,"在转转中查看购物车
在唯品会中进行签到","转转
 唯品会",[]
好久没看QQ空间了，帮我打开QQ看看好友最近的动态，再去微信朋友圈看看,,"QQ
 微信",[]
看看我在抖音商城里面买的东西还有几天到，再去闲鱼看一下我收藏的东西里面哪些降价了,"在抖音中的商城查看运送中物流
在闲鱼中查看我收藏的降价宝贝","抖音
 闲鱼",[]
在抖音火山版商城里帮我找一下防晒衣按销量排个序，再去京东帮我看一下我寄出去的东西哪些揽收了,"在抖音火山版中的商城搜索<搜索内容>按销量排序
在京东中查看已揽件的寄件","抖音火山版
 京东",[]
打开抖音火山版，去商场里面帮我搜一下短袖按价格从高到低排序一下，再去得物看一下我哪些东西是还没收货的,"在抖音火山版中的商城搜索<搜索内容>按价格从高到低排序
在得物中查看待收货订单","抖音火山版
 得物",[]
帮我打开QQ音乐，放一首周杰伦的珊瑚海，然后帮我打开番茄小说去里面的书架看看我添加了哪些小说,,"QQ音乐
 番茄小说",[]
去京东看看我购物车里面凑单的商品够了没，不够我再添加一些，再去找一下我的客服,"在京东中查看购物车中的凑单商品
在京东中查看客户服务","京东
 京东",[]
去拼多多看一下我买的东西发货了没，都等了两三天了，再去看看我在京东收藏的商品有哪些下架了,"在拼多多中查看待发货物流
在京东中查看商品收藏中的下架商品","拼多多
 京东",[]
最近眼睛有点酸，去抖音的商城里帮我打开一下眼药水的详情，准备买一些，再去拼多多帮我看一下我买的东西送到哪里了,"在抖音中的商城打开<搜索内容>的详情
在拼多多中查看运输中物流","抖音
 拼多多",[]
这周末想出去玩，帮我在墨迹天气上看看周末下不下雨，在帮我去高德看看开车去北京要多久,,"墨迹天气
 高德",[]
去我抖音关注的店铺里搜一下适合夏天出去玩戴的帽子，在帮我去转转看看我有没有还没完结的退款售后的订单,"在抖音的关注店铺中搜索<搜索内容>
在转转中查看未完结的退款售后订单","抖音
 转转",[]
看一下我在拼多多买的东西取件了没，再去抖音看看我收藏了哪些商品，最近想买东西了,"在拼多多中查看待取件物流
在抖音中查看收藏的商品","拼多多
 抖音",[]
看一下我在唯品会的发票，在去抖音极速版找一下客服,"在唯品会中查看我的发票
在抖音极速版中联系我的客服","唯品会
 抖音极速版",[]
有点累了，帮我打个车回家，再帮我预定个KTV,,,[]
最近脸干燥，帮我打开抖音的商城找一下面霜按销量排序，顺便帮我去拼多多看一下我前几天买的东西到了没,"在抖音中的商城搜索的<搜索内容>按销量排序
在拼多多中查物流","抖音
 拼多多",[]
收件的物流在拼多多里面看一下，然后再把我在抖音极速版里收藏的东西看看,"在拼多多中查我的收件物流
在抖音极速版中查看收藏的商品","拼多多
 抖音极速版",[]
听说抖音极速版的商城可以搜索Nike鞋子而且可以按销量排序是真的假的，顺便帮我看一下我在转转里面卖出去的东西,"在抖音极速版中的商城搜索<搜索内容>按销量排序
在转转中查看卖出的订单","抖音极速版
 转转",[]
打开王者荣耀帮我抽奖吧，顺便用微信支付给帮我在游戏里买个皮肤,,"王者荣耀
 王者荣耀",[]
搜一下保温杯,,,[]
在阿里巴巴里,在阿里巴巴中搜索<搜索内容>,阿里巴巴,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
打开iPhone15的的评论,,,[]
阿里巴巴,在阿里巴巴中打开<搜索内容>的评论,阿里巴巴,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我打开红米的规格,,,[]
在阿里巴巴上,在阿里巴巴中打开<搜索内容>的规格,阿里巴巴,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
打开荣耀400的参数,,,[]
打开阿里巴巴的吧,在阿里巴巴中打开<搜索内容>的参数,阿里巴巴,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
查看我购物车的中有货商品,,,[]
就抖音的,在抖音中查看购物车中的有货商品,抖音,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
我要查看我购物车里的降价商品,,,[]
看看抖音的,在抖音中查看购物车中的降价商品,抖音,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
帮我看一下商城里我的订单,,,[]
看抖音的,在抖音的商城中查看我的订单,抖音,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
你帮我看看商城里有无待支付订单,,,[]
在抖音里面,在抖音的商城中查看待支付订单,抖音,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
帮我查查我商城里面有没有待发货订单,,,[]
是抖音,在抖音的商城中查看待发货订单,抖音,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
看下待收货订单,,,[]
抖音的商城中,在抖音的商城中查看待收货订单,抖音,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
你帮我看看商城中待评价订单,,,[]
在抖音看看,在抖音的商城中查看待评价订单,抖音,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
看看商城里面的售后订单怎么样了,,,[]
就看抖音的,在抖音的商城中查看售后订单,抖音,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
你帮我看我商城里有哪些商品订单,,,[]
抖音抖音,在抖音的商城中查看商品订单,抖音,[]
优优，看下商城已签收的物流,,,[]
看下抖音的,在抖音的商城中查看已签收物流,抖音,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
看看我商城物流有哪些待取件的,,,[]
抖音的,在抖音的商城中查看待取件物流,抖音,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
看看我商城里面派送中物流送到哪了,,,[]
当然是抖音啦,在抖音的商城中查看派送中物流,抖音,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
请帮我看看我商城中的运送中物流,,,[]
抖音的,在抖音的商城中查看运送中物流,抖音,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
帮我打开火山版的商城中的热门电脑桌,,,[]
抖音火山版,在抖音火山版的商城中打开<搜索内容>,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
打开商城中的咖啡的评论,,,[]
抖音火山版的,在抖音火山版的商城中打开<搜索内容>的评论,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
打开商城中华硕天选姬的规格,,,[]
抖音火山版的,在抖音火山版的商城中打开<搜索内容>的规格,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
给我打开商城里的红米的参数,,,[]
在抖音火山版的那个,在抖音火山版的商城中打开<搜索内容>的参数,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我在商城中打开5070ti的详情吧,,,[]
是在抖音火山版的,在抖音火山版的商城中打开<搜索内容>的详情,抖音火山版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
清除商城中搜索历史,,,[]
抖音极速版里的,在抖音极速版的商城中清除搜索历史,抖音极速版,"[
    {
        ""name"": ""delete_search_history(app)"",
        ""description"": ""清除app中的搜索历史""
    }
]"
看下购物车的商品有货了吗,,,[]
抖音极速版,在抖音极速版中查看购物车中的有货商品,抖音极速版,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
购物车里面的还有降价的商品啊,,,[]
我手机上的抖音极速版,在抖音极速版中查看购物车中的降价商品,抖音极速版,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
在商城看看我的订单,,,[]
就抖音极速版,在抖音极速版的商城中查看我的订单,抖音极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
我商城还有多少待支付的订单啊,,,[]
看抖音极速版的,在抖音极速版的商城中查看待支付订单,抖音极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
查看一下商城的待发货订单怎么还没发,,,[]
就抖音极速版中啊,在抖音极速版的商城中查看待发货订单,抖音极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
我的好了吗，商城的待收货订单,,,[]
抖音极速版的，快点,在抖音极速版的商城中查看待收货订单,抖音极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
我想评价订单，你帮我看下商城里哪些没评价,,,[]
