类型,轮次,query,plan,reply,assistant,app,大类,origin_instruct,责任人,tag,,,,,,,,,,,,,
多轮-纠正-多任务,2,算了还是换成看那双联名鞋,"在$得物$中查看联名鞋的发售时间
 在$得物$中搜索联名鞋的价格","完成
完成",好的,"得物
 得物","搜索
搜索","在得物中搜索<搜索内容> 
在得物中搜索<搜索内容> ",吴姜涛,,,,,,,,,,,,,,
多轮-纠正-多任务,1,问问客服京东上我买的手机能开发票不然后问问有没有价保,"在$京东$中联系客服咨询手机开发票事宜
 在$京东$中联系客服咨询手机价保事宜","完成
完成",好的,"京东
 京东","发票
客服","
在京东中查看全部发票
在京东中联系我的客服",吴姜涛,,,,,,,,,,,,,,
多轮-纠正-多任务,2,算了还是改成问电脑的,"在$京东$中联系客服咨询电脑开发票事宜
 在$京东$中联系客服咨询电脑价保事宜","完成
完成",好的,"京东
 京东","发票
客服","
在京东中查看全部发票
在京东中联系我的客服",吴姜涛,,,,,,,,,,,,,,
多轮-纠正-多任务,1,能否查一下转转上佳能相机的像素是多少然后再看看最新款的荣耀手机,"在$转转$中查看佳能相机的像素
 在$转转$中搜索最新款的荣耀手机","完成
完成",好的,"转转
 转转","搜索
搜索","在转转中搜索<搜索内容> 
在转转中搜索<搜索内容> ",吴姜涛,,,,,,,,,,,,,,
多轮-纠正-多任务,2,我觉得还是看下相机的内存大小核最新款的华为手机,"在$转转$中查看佳能相机的内存大小参数
 在$转转$中搜索最新款的华为手机","完成
完成",好的,"转转
 转转","搜索
搜索","
在转转中搜索<搜索内容> 
在转转中搜索<搜索内容> ",吴姜涛,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开转转看一下我的退款售后订单,在$转转$中查看退款售后订单,完成,好的,转转,订单,在转转中查看退款售后订单,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,在转转里帮我联系一下在线的客服,在$转转$中联系在线客服,完成,好的,转转,客服,在转转中联系在线客服,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开淘宝帮我搜索一下夏季短裤，顺便帮我按销量排序一下,"在$淘宝$中搜索夏季短裤按销量排序
 ",完成,好的,淘宝,搜索,在淘宝中搜索<搜索内容>按销量排序,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,查看天气,在$$中查看天气,error,好的,,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开拼多多签个到,在$拼多多$中进行签到,完成,好的,拼多多,签到,在拼多多中进行签到,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,看一下我在拼多多里的全部发票,在$拼多多$中查看全部发票,完成,好的,拼多多,发票,在拼多多中查看全部发票,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,在拼多多里面找一下马克杯，顺便帮我按价格从便宜到贵排序一下,在$拼多多$中搜索马克杯按价格从低到高排序,完成,好的,拼多多,搜索,在拼多多中搜索<搜索内容>按价格从低到高排序,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,播放周杰伦的歌,在$$中播放周杰伦的歌,error,好的,,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,看一下我在抖音商城里面没有评价的订单,在$抖音$中的商城查看待评价订单,完成,好的,抖音,订单,在抖音中的商城查看待评价订单,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,帮我去转转联系一下客服,在$转转$中联系客服,完成,好的,转转,客服,在转转中联系客服,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,去12306上帮我候补一下去武汉的高铁票,在$12396$中候补去武汉的高铁票,error,好的,12396,未知,,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,用高德帮我拼个车,在$高德$中拼车,error,好的,高德,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开京东帮我在购物车看一下我有没有买过电动牙刷,在$京东$中的购物车中搜索电动牙刷,完成,好的,京东,搜索,在京东中的购物车中搜索<搜索内容>,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,看一下抖音极速版商城里的售后订单,在$抖音极速版$中的商城查看售后订单,完成,好的,抖音极速版,订单,在抖音极速版中的商城查看售后订单,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开抖音火山版，在商场里面帮我看一下最新款苹果手机，按销量高低给他们排个序,在$抖音火山版$中的商城搜索最新款苹果手机按销量排序,完成,好的,抖音火山版,搜索,在抖音火山版中的商城搜索<搜索内容>按销量排序,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,帮我导航去公司,在$$中导航到公司,error,好的,,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开阿里巴巴，帮我搜一下榴莲，按价格排个序,在$阿里巴巴$中搜索榴莲按价格从低到高排序,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索<搜索内容>按价格从低到高排序,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,yoyo，你不想知道我在京东关注了哪些店铺吗,在$京东$中查看店铺关注,完成,好的,京东,收藏,在京东中查看店铺关注,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,去抖音火山版商城里面搜一下清凉贴顺便帮我按综合排序,在$抖音火山版$中搜索清凉贴按综合排序,完成,好的,抖音火山版,搜索,在抖音火山版中的商城搜索<搜索内容>按综合排序,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,看一下我支付宝荷包里面存了多少钱,在$支付宝$中查看荷包存款金额,error,好的,支付宝,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,看一下我之前要买的篮球，在京东购物车里面,在$京东$中的购物车中搜索篮球,完成,好的,京东,搜索,在京东中的购物车中搜索<搜索内容>,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,看一下我寄出去的东西签收了没，在京东里,在$京东$中查看已签收的寄件,完成,好的,京东,物流,在京东中查看已签收的寄件,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,看看我在京东中收藏的东西有没有哪些降价了,在$京东$中查看商品收藏中的降价商品,完成,好的,京东,收藏,在京东中查看商品收藏中的降价商品,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,用高德打车去公司,在$高德$中打车去公司,error,好的,高德,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,打开京东看一下我有哪些还没有评价的订单,在$京东$中查看待评价订单,完成,好的,京东,订单,在京东中查看待评价订单,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,在抖音商城里面找一下卖袜子的店,在$抖音$中的商城搜索袜子店,完成,好的,抖音,搜索,在抖音中的商城搜索<搜索内容>店,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,能不能帮我按人气排序在抖音商城里面看一下云南出游路线推荐的店铺,在$抖音$中的商城搜索云南出游路线推荐店按人气排序,完成,好的,抖音,搜索,在抖音中的商城搜索<搜索内容>店按人气排序,刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-单任务,2,我想听书，帮我打开喜马拉雅,在$喜马拉雅$中听书,error,好的,喜马拉雅,未知,,刘鹏,,,,,,,,,,,,,,
多轮-切域-单任务,1,在抖音极速版商城里面搜索山地车的的店子，居然可以按人气高低排序，真是不可思议,在$抖音极速版$中的商城搜索山地车店按人气排序,完成,好的,抖音极速版,搜索,在抖音极速版中的商城搜索<搜索内容>店按人气排序,刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-单任务,2,看一下我在淘宝里面开过票的发票,在$淘宝$中查看已开票发票,完成,好的,淘宝,发票,在淘宝中查看已开票发票,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,打开拼多多找一下前几天买的那箱矿泉水的订单，然后去看看在抖音商城里的订单,"在$拼多多$中搜索矿泉水订单
 在$抖音$中的商城查看我的订单","完成
完成",好的,"拼多多
 抖音","搜索
订单","在拼多多中搜索<搜索内容>订单
在抖音中的商城查看我的订单",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,看一下明天下不下雨，顺便打开网易云播放音乐,"在$$中查看天气
 在$网易云$中播放音乐","error
error",好的,网易云,"未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,看一下我在抖音商城买的东西的物流，再去唯品会看一下我收藏的商品,"在$抖音$中的商城查看派送中物流
 在$唯品会$中查看我的收藏","完成
完成",好的,"抖音
 唯品会","物流
收藏","在抖音中的商城查看派送中物流
在唯品会中查看我的收藏",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,看一下我在阿里巴巴里面之前添加到采购车中的商品现在还有没有货，顺便签个到领元宝,"在$阿里巴巴$中查看采购车的现货商品
 在$阿里巴巴$中签到领元宝","完成
完成",好的,"阿里巴巴
 阿里巴巴","购物车
签到","在阿里巴巴中查看采购车中的现货商品
在阿里巴巴中签到领元宝",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,去闲鱼找一下我买的苹果手机的订单，然后打开阿里巴巴看一下我买的东西有没有还没付款的,"在$闲鱼$中搜索我买到的苹果手机订单
 在$阿里巴巴$中查看待付款订单","完成
完成",好的,"闲鱼
 阿里巴巴","搜索
订单","在闲鱼中搜索我买到的<搜索内容>订单
在阿里巴巴中查看待付款订单",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,看一下今天天气怎么样，并用滴滴打车打个特惠快车过去,"在$$中查看天气
 在$滴滴$中打特惠快车","error
error",好的,滴滴,"未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,打开抖音去商城里面看一下我还没取件的商品，顺便看看我在天猫关注了哪些店铺,"在$抖音$中的商城查看待取件物流
 在$天猫$中查看我关注的店铺","完成
完成",好的,"抖音
 天猫","物流
收藏","在抖音中的商城查看待取件物流
在天猫中查看我关注的店铺",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,看一下我京东购物车都有些啥东西，再去得物签个到,"在$京东$中查看购物车
 在$得物$中进行每日签到","完成
完成",好的,"京东
 得物","购物车
签到","在京东中查看购物车
在得物中进行每日签到",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,帮我打开闲鱼看一下我卖出去的手机订单，在帮我看看我在抖音的商城里买的商品的物流情况,"在$闲鱼$中搜索我卖出的手机订单
 在$抖音$中的商城查看订单物流","完成
完成",好的,"闲鱼
 抖音","搜索
物流","在闲鱼中搜索我卖出的<搜索内容>订单
在抖音中的商城查看订单物流",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,月末了，帮我打开微信看一下我还剩多少钱，再去支付宝也看一下,"在$微信$中查看余额
 在$支付宝$中查看余额","error
error",好的,"微信
 支付宝","未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,帮我在抖音火山版的商城里搜一下跑步鞋按综合排序，再去得物品帮我看一下我买了哪些商品,"在$抖音火山版$中的商城搜索跑步鞋按综合排序
 在$得物$中查看订单","完成
完成",好的,"抖音火山版
 得物","搜索
订单","在抖音火山版中的商城搜索<搜索内容>按综合排序
在得物中查看订单",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,打开抖音商城帮我看一下我签收了哪些东西，然后去唯品会看一下我最近一个月都收藏了哪些东西,"在$抖音$中的商城查看已签收物流
 在$唯品会$中查看我的收藏中1个月内收藏商品","完成
完成",好的,"抖音
 唯品会","物流
收藏","在抖音中的商城查看已签收物流
在唯品会中查看我的收藏中1个月内收藏商品",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,去我的购物车看看在转转里面，再去唯品会签个到,"在$转转$中查看购物车
 在$唯品会$中进行签到","完成
完成",好的,"转转
 唯品会","购物车
签到","在转转中查看购物车
在唯品会中进行签到",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,好久没看QQ空间了，帮我打开QQ看看好友最近的动态，再去微信朋友圈看看,"在$QQ$中查看QQ空间
 在$微信$中查看朋友圈","error
error",好的,"QQ
 微信","未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,看看我在抖音商城里面买的东西还有几天到，再去闲鱼看一下我收藏的东西里面哪些降价了,"在$抖音$中的商城查看运送中物流
 在$闲鱼$中查看我收藏的降价宝贝","完成
完成",好的,"抖音
 闲鱼","物流
收藏","在抖音中的商城查看运送中物流
在闲鱼中查看我收藏的降价宝贝",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,在抖音火山版商城里帮我找一下防晒衣按销量排个序，再去京东帮我看一下我寄出去的东西哪些揽收了,"在$抖音火山版$中的商城搜索防晒衣按销量排序
 在$京东$中查看已揽件的寄件","完成
完成",好的,"抖音火山版
 京东","搜索
物流","在抖音火山版中的商城搜索<搜索内容>按销量排序
在京东中查看已揽件的寄件",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,打开抖音火山版，去商场里面帮我搜一下短袖按价格从高到低排序一下，再去得物看一下我哪些东西是还没收货的,"在$抖音火山版$中的商城搜索短袖按价格从高到低排序
 在$得物$中查看待收货订单","完成
完成",好的,"抖音火山版
 得物","搜索
订单","在抖音火山版中的商城搜索<搜索内容>按价格从高到低排序
在得物中查看待收货订单",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,帮我打开QQ音乐，放一首周杰伦的珊瑚海，然后帮我打开番茄小说去里面的书架看看我添加了哪些小说,"在$QQ音乐$中播放周杰伦的珊瑚海
 在$番茄小说$中查看书架中的小说","error
error",好的,"QQ音乐
 番茄小说","未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,去京东看看我购物车里面凑单的商品够了没，不够我再添加一些，再去找一下我的客服,"在$京东$中查看购物车中的凑单商品
 在$京东$中查看客户服务","完成
完成",好的,"京东
 京东","购物车
客服","在京东中查看购物车中的凑单商品
在京东中查看客户服务",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,去拼多多看一下我买的东西发货了没，都等了两三天了，再去看看我在京东收藏的商品有哪些下架了,"在$拼多多$中查看待发货物流
 在$京东$中查看商品收藏的下架商品","完成
完成",好的,"拼多多
 京东","物流
收藏","在拼多多中查看待发货物流
在京东中查看商品收藏中的下架商品",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,最近眼睛有点酸，去抖音的商城里帮我打开一下眼药水的详情，准备买一些，再去拼多多帮我看一下我买的东西送到哪里了,"在$抖音$中商城打开眼药水的详情
 在$拼多多$中查看运输中物流","完成
完成",好的,"抖音
 拼多多","打开
物流","在抖音中的商城打开<搜索内容>的详情
在拼多多中查看运输中物流",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,这周末想出去玩，帮我在墨迹天气上看看周末下不下雨，在帮我去高德看看开车去北京要多久,"在$墨迹天气$中查看周末降雨预测
 在$高德$中查看开车去北京的时间","error
error",好的,"墨迹天气
 高德","未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,去我抖音关注的店铺里搜一下适合夏天出去玩戴的帽子，在帮我去转转看看我有没有还没完结的退款售后的订单,"在$抖音$中关注店铺搜索夏天出游戴的帽子推荐
 在$转转$中查看未完结的退款售后订单","完成
完成",好的,"抖音
 转转","搜索
订单","在抖音的关注店铺中搜索<搜索内容>
在转转中查看未完结的退款售后订单",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,看一下我在拼多多买的东西取件了没，再去抖音看看我收藏了哪些商品，最近想买东西了,"在$拼多多$中查看待取件物流
 在$抖音$中查看收藏的商品","完成
完成",好的,"拼多多
 抖音","物流
收藏","在拼多多中查看待取件物流
在抖音中查看收藏的商品",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,看一下我在唯品会的发票，在去抖音极速版找一下客服,"在$唯品会$中查看我的发票
 在$抖音极速版$中联系我的客服","完成
完成",好的,"唯品会
 抖音极速版","发票
客服","在唯品会中查看我的发票
在抖音极速版中联系我的客服",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,有点累了，帮我打个车回家，再帮我预定个KTV,"在$$中打车回家
 在$$中预定KTV","error
error",好的,,"未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,最近脸干燥，帮我打开抖音的商城找一下面霜按销量排序，顺便帮我去拼多多看一下我前几天买的东西到了没,"在$抖音$中商城搜索的面霜按销量排序
 在$拼多多$中查物流","完成
完成",好的,"抖音
 拼多多","搜索
物流","在抖音中的商城搜索的<搜索内容>按销量排序
在拼多多中查物流",刘鹏,垂域内,,,,,,,,,,,,,
多轮-切域-多任务,2,收件的物流在拼多多里面看一下，然后再把我在抖音极速版里收藏的东西看看,"在$拼多多$中查我的收件物流
 在$抖音极速版$中查看收藏的商品","完成
完成",好的,"拼多多
 抖音极速版","物流
收藏","在拼多多中查我的收件物流
在抖音极速版中查看收藏的商品",刘鹏,,,,,,,,,,,,,,
多轮-切域-多任务,1,听说抖音极速版的商城可以搜索Nike鞋子而且可以按销量排序是真的假的，顺便帮我看一下我在转转里面卖出去的东西,"在$抖音极速版$中的商城搜索Nike鞋子按销量排序
 在$转转$中查看卖出的订单","完成
完成",好的,"抖音极速版
 转转","搜索
订单","在抖音极速版中的商城搜索<搜索内容>按销量排序
在转转中查看卖出的订单",刘鹏,垂域外,,,,,,,,,,,,,
多轮-切域-多任务,2,打开王者荣耀帮我抽奖吧，顺便用微信支付给帮我在游戏里买个皮肤,"在$王者荣耀$中抽奖
 在$王者荣耀$中买皮肤","error
error",好的,"王者荣耀
 王者荣耀","未知
未知",,刘鹏,,,,,,,,,,,,,,
多轮-追问-单任务,1,搜一下保温杯,在$$中搜索保温杯,请问您是要在哪个app中搜索呢？,请问使用什么app？,,搜索,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在阿里巴巴里,在$阿里巴巴$中搜索保温杯,完成,好的,阿里巴巴,搜索,在阿里巴巴中搜索<搜索内容>,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,打开iPhone15的的评论,在$$中打开iPhone15的评论,请问您是要在哪个app打开iPhone15的评论呢？,请问使用什么app？,,评价,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,阿里巴巴,在$阿里巴巴$中打开iPhone15的评论,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的评论,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我打开红米的规格,在$$中打开红米的规格,请问您想在哪个app中打开红米的规格呢？,请问使用什么app？,,打开,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在阿里巴巴上,在$阿里巴巴$中打开红米的规格,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的规格,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,打开荣耀400的参数,在$$中打开荣耀400的参数,请问您想在哪个app中打开荣耀400的参数呢？,请问使用什么app？,,打开,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,打开阿里巴巴的吧,在$阿里巴巴$中打开荣耀400的参数,完成,好的,阿里巴巴,打开,在阿里巴巴中打开<搜索内容>的参数,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,查看我购物车的中有货商品,在$$中查看购物车的有货商品,请问您要在哪个app中查看购物车的有货商品呢？,请问使用什么app？,,购物车,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,就抖音的,在$抖音$中查看购物车的有货商品,完成,好的,抖音,购物车,在抖音中查看购物车中的有货商品,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我要查看我购物车里的降价商品,在$$中查看购物车的降价商品,请问您要在哪个app中查看购物车的降价商品呢？,请问使用什么app？,,购物车,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,看看抖音的,在$抖音$中查看购物车的降价商品,完成,好的,抖音,购物车,在抖音中查看购物车中的降价商品,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我看一下商城里我的订单,在$$中的商城中查看我的订单,请问您要在哪个app中查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,看抖音的,在$抖音$中的商城中查看我的订单,完成,好的,抖音,订单,在抖音的商城中查看我的订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,你帮我看看商城里有无待支付订单,在$$中的商城中查看待支付订单,请问您要在哪个app中查看待支付订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在抖音里面,在$抖音$中的商城中查看待支付订单,完成,好的,抖音,订单,在抖音的商城中查看待支付订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我查查我商城里面有没有待发货订单,在$$中的商城中查看待发货订单,请问您要在哪个app中查看待发货订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,是抖音,在$抖音$中的商城中查看待发货订单,完成,好的,抖音,订单,在抖音的商城中查看待发货订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看下待收货订单,在$$中查看待收货订单,请问您是要在哪个app中查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音的商城中,在$抖音$中的商城中查看待收货订单,完成,好的,抖音,订单,在抖音的商城中查看待收货订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,你帮我看看商城中待评价订单,在$$中的商城中查看待评价订单,请问您是要在哪个app中查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在抖音看看,在$抖音$中的商城中查看待评价订单,完成,好的,抖音,订单,在抖音的商城中查看待评价订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看商城里面的售后订单怎么样了,在$$中查看售后订单,请问您是要在哪个app中查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,就看抖音的,在$抖音$中的商城中查看售后订单,完成,好的,抖音,订单,在抖音的商城中查看售后订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,你帮我看我商城里有哪些商品订单,在$$中的商城中查看商品订单,请问您是要在哪个app中查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音抖音,在$抖音$中的商城中查看商品订单,完成,好的,抖音,订单,在抖音的商城中查看商品订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,优优，看下商城已签收的物流,在$$中的商城中查看已签收物流,请问您是要在哪个app中查看呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,看下抖音的,在$抖音$中的商城中查看已签收物流,完成,好的,抖音,物流,在抖音的商城中查看已签收物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看我商城物流有哪些待取件的,在$$中的商城中查看待取件物流,请问您是要在哪个app中查看呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音的,在$抖音$中的商城中查看待取件物流,完成,好的,抖音,物流,在抖音的商城中查看待取件物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看我商城里面派送中物流送到哪了,在$$中的商城中查看派送中物流,请问您是要在哪个app中查看呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,当然是抖音啦,在$抖音$中的商城中查看派送中物流,完成,好的,抖音,物流,在抖音的商城中查看派送中物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,请帮我看看我商城中的运送中物流,在$$中的商城中查看运送中物流,请问您是要在哪个app中查看呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音的,在$抖音$中的商城中查看运送中物流,完成,好的,抖音,物流,在抖音的商城中查看运送中物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我打开火山版的商城中的热门电脑桌,在$$中的商城中打开热门电脑桌,请问您是要在哪个app打开呢？,请问使用什么app？,,搜索,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音火山版,在$抖音火山版$中的商城中打开热门电脑桌,完成,好的,抖音火山版,打开,在抖音火山版的商城中打开<搜索内容>,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,打开商城中的咖啡的评论,在$$中的商城中打开咖啡的评论,请问您是要在哪个app打开咖啡评论呢？,请问使用什么app？,,打开,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音火山版的,在$抖音火山版$中的商城中打开咖啡的评论,完成,好的,抖音火山版,打开,在抖音火山版的商城中打开<搜索内容>的评论,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,打开商城中华硕天选姬的规格,在$$中的商城中打开华硕天选姬的规格,请问您是要在哪个app打开呢？,请问使用什么app？,,打开,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音火山版的,在$抖音火山版$中的商城中打开华硕天选姬的规格,完成,好的,抖音火山版,打开,在抖音火山版的商城中打开<搜索内容>的规格,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,给我打开商城里的红米的参数,在$$中的商城中打开红米的参数,请问您是要在哪个app打开红米的参数呢？,请问使用什么app？,,打开,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在抖音火山版的那个,在$抖音火山版$中的商城中打开红米的参数,完成,好的,抖音火山版,打开,在抖音火山版的商城中打开<搜索内容>的参数,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我在商城中打开5070ti的详情吧,在$$中商城中打开5070ti的详情,请问您是要在哪个app打开5070ti的详情呢？,请问使用什么app？,,打开,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,是在抖音火山版的,在$抖音火山版$中商城中打开5070ti的详情,完成,好的,抖音火山版,打开,在抖音火山版的商城中打开<搜索内容>的详情,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,清除商城中搜索历史,在$$中清除商城中搜索历史,请问您是要在哪个app清除搜索历史呢？,请问使用什么app？,,搜索,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音极速版里的,在$抖音极速版$中的商城中清除搜索历史,完成,好的,抖音极速版,搜索,在抖音极速版的商城中清除搜索历史,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看下购物车的商品有货了吗,在$$中查看购物车中的有货商品,请问您是要在哪个app查看呢？,请问使用什么app？,,购物车,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音极速版,在$抖音极速版$中查看购物车的有货商品,完成,好的,抖音极速版,购物车,在抖音极速版中查看购物车中的有货商品,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,购物车里面的还有降价的商品啊,在$$中查看购物车的降价商品,请问您是要在哪个app查看呢？,请问使用什么app？,,购物车,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,我手机上的抖音极速版,在$抖音极速版$中查看购物车的降价商品,完成,好的,抖音极速版,购物车,在抖音极速版中查看购物车中的降价商品,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,在商城看看我的订单,在$$中的商城中查看我的订单,请问您是要在哪个app查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,就抖音极速版,在$抖音极速版$中的商城中查看我的订单,完成,好的,抖音极速版,订单,在抖音极速版的商城中查看我的订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我商城还有多少待支付的订单啊,在$$中的商城中查看待支付订单,请问您是要在哪个app查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
