user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在淘宝中显示我的收藏列表,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=淘宝)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3647
在淘宝中显示我的收藏中30天内的商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""30天内"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=30天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0975
在淘宝中显示运输中的快递状态,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""运输中"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""运输中"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,3.6989
在天猫中查找手账贴纸套装，筛选樱花主题,"[['1', 'search_goods(app=""天猫"", search_info=""手账贴纸套装 樱花主题"", order_type=""无"")']]","[['1', 'search_goods(app=天猫, search_info=手账贴纸套装, order_type=无)']] 

注：当前提供的工具列表中，search_goods函数不支持直接使用主题作为筛选条件，只能通过搜索关键词来实现。如果需要更精确的筛选，可能需要在搜索结果页面手动选择。",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.5611
在天猫中回顾我最近的搜索记录,"[['1', 'open_search_history(app=""天猫"")']]","[['1', 'open_search_history(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2464
在天猫商城中搜索生物显微镜并综合排序展示,"[['1', 'search_goods(app=""天猫"", search_info=""生物显微镜"", order_type=""综合 "")']]","[['1', 'search_goods(app=天猫商城, search_info=生物显微镜, order_type=综合)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7574
在天猫中搜索收藏夹里的投资书籍,"[['1', 'search_in_favorite_goods(app=""天猫"", search_info=""投资书籍"")']]","[['1', 'search_in_favorite_goods(app=天猫, search_info=投资书籍)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5937
在天猫中筛选收藏夹中的低库存商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""低库存"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=低库存)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1954
在天猫中显示收藏夹中的降价商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""降价"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=降价, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1109
在天猫中搜索'古典诗集'按价格从高到低排序,"[['1', 'search_goods(app=""天猫"", search_info=""古典诗集"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=天猫, search_info=古典诗集, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1806
在天猫中搜索店铺中信证券官方旗舰店,"[['1', 'search_stores(app=""天猫"", search_info=""中信证券官方旗舰店"", order_type=""无"", filter_type=""无"")']]","[['1', 'search_stores(app=天猫, search_info=中信证券官方旗舰店)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8214
在天猫中搜索'追剧神器'的订单,"[['1', 'search_order(app=""天猫"", search_info=""追剧神器"", order_status=""无"")']]","[['1', 'search_order(app=天猫, search_info=追剧神器, order_status=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5245
在天猫中搜索可爱笔记本，按销量排序,"[['1', 'search_goods(app=""天猫"", search_info="" 笔记本"", order_type=""销量"")']]","[['1', 'search_goods(app=天猫, search_info=可爱笔记本, order_type=销量)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2527
在天猫中显示待评价订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=天猫, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8498
在天猫中访问我的关注店铺列表,"[['1', 'open_favorite_stores(app=""天猫"")']]","[['1', 'open_favorite_stores(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5567
在天猫中联系客服,"[['1', 'open_customer_service(app=""天猫"")']]","[['1', 'open_customer_service(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3043
在天猫中搜索科学计算器并按价格升序排列,"[['1', 'search_goods(app=""天猫"", search_info=""科学计算器"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=天猫, search_info=科学计算器, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9678
在天猫中显示收藏夹内7天内收藏的商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""7天内"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=7天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4162
在唯品会中查看手账本订单,"[['1', 'search_order(app=""唯品会"", search_info=""手账本"", order_status=""无"")']]","[['1', 'open_orders_bought(app=唯品会, order_status=无)']] 

注：由于用户没有指定订单状态，所以使用""无""作为默认值。如果用户有指定订单状态，例如""待付款""，则应将""无""替换为""待付款""。",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8453
在唯品会中查找并按价格从低到高排序'古典诗集',"[['1', 'search_goods(app=""唯品会"", search_info=""古典诗集"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=唯品会, search_info=古典诗集, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2114
在唯品会中联系客服,"[['1', 'open_customer_service(app=""唯品会"")']]","[['1', 'open_customer_service(app=唯品会)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6409
在唯品会中查看购物车中的打折商品,"[['1', 'open_cart_content(app=""唯品会"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=唯品会, filter_type=降价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6520
在唯品会中查找并按销量排序诗集,"[['1', 'search_goods(app=""唯品会"", search_info=""诗集"", order_type=""销量"")']]","[['1', 'search_goods(app=唯品会, search_info=诗集, order_type=销量)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6269
在唯品会中启动相机功能,"[['1', 'open_camera_search(app=""唯品会"")']]","[['1', 'open_camera_search(app=唯品会)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9023
在唯品会中搜索收藏中的商务皮鞋,"[['1', 'search_in_favorite_goods(app=""唯品会"", search_info=""商务皮鞋"")']]","[['1', 'search_in_favorite_goods(app=唯品会, search_info=商务皮鞋)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1927
在唯品会中搜索并按综合排序显示投资组合优化工具,"[['1', 'search_goods(app=""唯品会"", search_info=""投资组合优化工具"", order_type=""综合 "")']]","[['1', 'search_goods(app=唯品会, search_info=投资组合优化工具, order_type=综合)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0611
在唯品会中查找不锈钢厨师刀,"[['1', 'search_goods(app=""唯品会"", search_info=""不锈钢厨师刀"", order_type=""无"")']]","[['1', 'search_goods(app=唯品会, search_info=不锈钢厨师刀, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6783
在唯品会中查询牛排的退货订单状态,"[['1', 'search_order(app=""唯品会"", search_info=""牛排"", order_status=""退换售后"")']]","[['1', 'search_order(app=唯品会, search_info=牛排, order_status=退换售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9933
在唯品会中查询已取消的待付款订单记录,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""已取消的待付款"")']]","[['1', 'open_orders_bought(app=唯品会, order_status=已取消的待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5436
在唯品会中检索我的收藏夹并筛选显示过去30天内收藏的商品,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""30天内"")']]","[['1', 'open_favorite_goods(app=唯品会, filter_type=30天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1308
在唯品会中筛选我的收藏夹内有库存的商品,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""有货"")']]","[['1', 'open_favorite_goods(app=唯品会, filter_type=有货, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6228
在唯品会中搜索购物车中的恒温培养箱,"[['1', 'search_cart_content(app=""唯品会"", search_info=""恒温培养箱"")']]","[['1', 'search_cart_content(app=唯品会, search_info=恒温培养箱)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1082
在唯品会中显示搜索历史,"[['1', 'open_search_history(app=""唯品会"")']]","[['1', 'open_search_history(app=唯品会)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7317
在唯品会中展示最近三个月收藏的心爱之物,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""最近收藏在前"", filter_type=""90天内"")']]","[['1', 'open_favorite_goods(app=唯品会, filter_type=90天内, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0351
在闲鱼中查找二手村上春树小说并按综合排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""二手村上春树小说"", order_type=""综合 "")']]","[['1', 'search_goods(app=闲鱼, search_info=二手村上春树小说, order_type=综合 )']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0354
在闲鱼中查看我还没收到的货什么时候到,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,3.8412
在闲鱼中查看收藏,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=闲鱼, filter_type=无, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2204
在闲鱼中查看我卖出的待发货的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""待发货"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2793
在闲鱼中查找二手笔记本电脑并按距离我最近排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""二手笔记本电脑"", order_type=""离我最近"")']]","[['1', 'search_goods(app=闲鱼, search_info=二手笔记本电脑, order_type=离我最近)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8379
在闲鱼中清理搜索历史,"[['1', 'delete_search_history(app=""闲鱼"")']]","[['1', 'delete_search_history(app=闲鱼)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1881
在闲鱼中查看我收藏的失效宝贝,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""失效"")']]","[['1', 'open_favorite_goods(app=闲鱼, filter_type=失效, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1731
在闲鱼中显示我卖出的物品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""全部"")']]","[['1', 'open_orders_sold(app=""闲鱼"", order_status=""我卖出的"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,3.8004
在闲鱼平台中显示我购买商品的待发货订单列表,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=闲鱼, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7346
在闲鱼中查找‘二手心理学教材’,"[['1', 'search_goods(app=""闲鱼"", search_info=""二手心理学教材"", order_type=""无"")']]","[['1', 'search_goods(app=闲鱼, search_info=二手心理学教材, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3445
在闲鱼中查找并按价格升序排列二手金融书籍,"[['1', 'search_goods(app=""闲鱼"", search_info=""二手金融书籍"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=闲鱼, search_info=二手金融书籍, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8585
在闲鱼中查找我购买过的股票分析工具,"[['1', 'search_order(app=""闲鱼"", search_info=""股票分析工具"", order_status=""我买到的"")']]","[['1', 'search_order(app=闲鱼, search_info=股票分析工具, order_status=我买到的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6604
在闲鱼中搜索Switch游戏机并将价格从高到低排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""Switch游戏机"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=闲鱼, search_info=Switch游戏机, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7937
在闲鱼中搜索股票分析仪并按最近活跃排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""股票分析仪"", order_type=""最近活跃"")']]","[['1', 'search_goods(app=闲鱼, search_info=股票分析仪, order_type=最近活跃)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3739
在闲鱼中显示我购买的商品列表,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""无"")']]","[['1', 'open_orders_bought(app=""闲鱼"", order_status=""全部"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,3.5472
在闲鱼中查询我的已下架商品列表,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""已下架"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=已下架)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7813
在闲鱼中查找实验室离心机按信用等级排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""实验室离心机"", order_type=""信用"")']]","[['1', 'search_goods(app=闲鱼, search_info=实验室离心机, order_type=信用)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2468
在闲鱼中访问帮助与客服部分,"[['1', 'open_customer_service(app=""闲鱼"")']]","[['1', 'open_customer_service(app=闲鱼)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6784
在闲鱼中搜索我发布的听诊器,"[['1', 'search_order(app=""闲鱼"", search_info=""听诊器"", order_status=""我发布的"")']]","[['1', 'search_order(app=闲鱼, search_info=听诊器, order_status=我发布的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2560
在闲鱼中搜索我卖出的二手笔记本电脑,"[['1', 'search_order(app=""闲鱼"", search_info=""二手笔记本电脑"", order_status=""我卖出的"")']]","[['1', 'search_order(app=闲鱼, search_info=二手笔记本电脑, order_status=我卖出的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5412
在闲鱼中显示收藏的有效宝贝列表,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""有效"")']]","[['1', 'open_favorite_goods(app=闲鱼, filter_type=有效, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9382
在闲鱼中显示我卖出的全部商品记录,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""全部"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=全部)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1363
在闲鱼中查找我买到的农用工具,"[['1', 'search_order(app=""闲鱼"", search_info=""农用工具"", order_status=""我买到的"")']]","[['1', 'search_order(app=""闲鱼"", search_info=""农用工具"", order_status=""我买到的"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,4.5689
在转转中查看我买的《价值投资实战手册》订单记录,"[['1', 'search_order(app=""转转"", search_info=""《价值投资实战手册》"", order_status=""我买到的"")']]","[['1', 'search_order(app=转转, search_info=《价值投资实战手册》, order_status=我买到的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3793
在转转中查找有机种子供应商,"[['1', 'search_goods(app=""转转"", search_info=""有机种子供应商"", order_type=""无"")']]","[['1', 'search_goods(app=转转, search_info=有机种子, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1594
在转转中查找并综合排序'古典诗集',"[['1', 'search_goods(app=""转转"", search_info=""古典诗集"", order_type=""综合 "")']]","[['1', 'search_goods(app=转转, search_info=古典诗集, order_type=综合)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1601
在转转中搜索股票投资工具,"[['1', 'search_goods(app=""转转"", search_info=""股票投资工具"", order_type=""无"")']]","[['1', 'search_goods(app=转转, search_info=股票投资工具, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1604
在转转中搜索股票投资策略按最新上架排序,"[['1', 'search_goods(app=""转转"", search_info=""股票投资策略"", order_type=""最新上架"")']]","[['1', 'search_goods(app=转转, search_info=股票投资策略, order_type=最新上架)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6944
在转转中搜索金融书籍按价格升序排序,"[['1', 'search_goods(app=""转转"", search_info=""金融书籍"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=转转, search_info=金融书籍, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9298
在转转中检索我销售的已完成订单状态,"[['1', 'open_orders_sold(app=""转转"", order_status=""已完成"")']]","[['1', 'open_orders_sold(app=转转, order_status=已完成)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8317
在转转中显示待付款订单,"[['1', 'open_orders_bought(app=""转转"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=转转, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2389
在转转中显示我发布的内容,"[['1', 'open_orders_sold(app=""转转"", order_status=""我发布的"")']]","[['1', 'open_orders_sold(app=转转, order_status=我发布的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1716
在转转中查看卖出的投资指南订单,"[['1', 'search_order(app=""转转"", search_info=""投资指南"", order_status=""我卖出的"")']]","[['1', 'open_orders_sold(app=转转, order_status=我卖出的)']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3384
在转转中查看我卖出的商品物流状态,"[['1', 'open_logistics_send(app=""转转"", filter_type=""无"")']]","[['1', 'open_logistics_send(app=转转, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2029
在转转中清除搜索历史,"[['1', 'delete_search_history(app=""转转"")']]","[['1', 'delete_search_history(app=转转)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0255
在转转中搜索实验室显微镜按价格从高到低排序,"[['1', 'search_goods(app=""转转"", search_info=""实验室显微镜"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=转转, search_info=实验室显微镜, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2169
在转转中显示我卖出的已关闭商品,"[['1', 'open_orders_sold(app=""转转"", order_status=""已关闭"")']]","[['1', 'open_orders_sold(app=转转, order_status=已关闭)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4333
在阿里巴巴中查找滴灌设备店铺,"[['1', 'search_stores(app=""阿里巴巴"", search_info=""滴灌设备"", order_type=""无"", filter_type=""无"")']]","[['1', 'search_stores(app=阿里巴巴, search_info=滴灌设备)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4325
在天猫中访问收藏夹的已买过商品列表,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""已买过"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=已买过, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2798
在拼多多中执行签到操作,"[['1', 'sign_in(app=""拼多多"", page_type=""无"")']]","[['1', 'sign_in(app=拼多多)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8243
在淘宝中执行签到领取淘金币,"[['1', 'sign_in(app=""淘宝"", page_type=""金币"")']]","[['1', 'sign_in(app=淘宝, page_type=金币)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8989
在闲鱼中签到领取闲鱼币,"[['1', 'sign_in(app=""闲鱼"", page_type=""金币"")']]","[['1', 'sign_in(app=闲鱼, page_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2359
在转转中查看我卖的进行中的宝贝,"[['1', 'open_orders_sold(app=""转转"", order_status=""进行中"")']]","[['1', 'open_orders_sold(app=转转, order_status=进行中)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6879
在抖音极速版中直接启动赚钱任务签到领金币功能,"[['1', 'sign_in(app=""抖音极速版"", page_type=""金币"")']]","[['1', 'sign_in(app=抖音极速版, page_type=金币)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2155
在转转中查看购买订单物流,"[['1', 'open_logistics_receive(app=""转转"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=转转, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7104
在转转中联系客服,"[['1', 'open_customer_service(app=""转转"")']]","[['1', 'open_customer_service(app=转转)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7284
在转转中查看未完结的退款申请进展,"[['1', 'open_orders_bought(app=""转转"", order_status=""未完结退款售后"")']]","[['1', 'open_orders_bought(app=转转, order_status=未完结退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2801
在转转中查看退款售后状态,"[['1', 'open_orders_bought(app=""转转"", order_status=""退款售后"")']]","[['1', 'open_orders_bought(app=转转, order_status=退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8264
在转转中查看搜索历史,"[['1', 'open_search_history(app=""转转"")']]","[['1', 'open_search_history(app=转转)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6616
在转转中搜索并按综合排序显示'二手厨具',"[['1', 'search_goods(app=""转转"", search_info=""二手厨具"", order_type=""综合 "")']]","[['1', 'search_goods(app=转转, search_info=二手厨具, order_type=综合)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7983
在抖音商城中查找手账文具店铺按人气排序,"[['1', 'search_stores(app=""抖音"", search_info=""手账文具"", order_type=""人气"", filter_type=""无"")']]","[['1', 'search_stores(app=抖音商城, search_info=手账文具, order_type=人气)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2025
在抖音商城中查看关注的财报分析店铺,"[['1', 'search_in_favorite_stores(app=""抖音"", search_info=""财报分析"")']]","[['1', 'open_favorite_goods(app=抖音商城, filter_type=无, order_type=无)']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3145
在抖音极速版中查看商城中的动漫手办店铺按销量排序,"[['1', 'search_stores(app=""抖音极速版"", search_info=""动漫手办"", order_type=""销量"", filter_type=""无"")']]","[['1', 'search_stores(app=抖音极速版, search_info=动漫手办, order_type=销量)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1368
在拼多多中查看宿舍收纳神器店铺,"[['1', 'search_stores(app=""拼多多"", search_info=""宿舍收纳神器店铺"", order_type=""无"", filter_type=""无"")']]","[['1', 'search_stores(app=拼多多, search_info=宿舍收纳神器)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5416
