user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在得物中联系客服,"[['1', 'open_customer_service(app=""得物"")']]","[['1', 'open_customer_service(app=""得物"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6383
在得物中搜索专业跑鞋按价格从高到低排序,"[['1', 'search_goods(app=""得物"", search_info=""专业跑鞋"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""得物"", search_info=""专业跑鞋"", order_type=""价格从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2176
在得物中搜索我的“无线耳机”订单,"[['1', 'search_order(app=""得物"", search_info=""无线耳机"", order_status=""无"")']]","[['2', 'search_order(app=""得物"", search_info=""无线耳机"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7715
在得物中搜索并按综合排序查看’限量版球鞋’,"[['1', 'search_goods(app=""得物"", search_info=""限量版球鞋"", order_type=""综合 "")']]","[['1', 'search_goods(app=""得物"", search_info=""限量版球鞋"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0862
在得物中搜索科学仪器并按销量排序,"[['1', 'search_goods(app=""得物"", search_info=""科学仪器"", order_type=""销量"")']]","[['1', 'search_goods(app=""得物"", search_info=""科学仪器"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9820
在得物中搜索商品‘实验室防护服’按综合排序,"[['1', 'search_goods(app=""得物"", search_info=""实验室防护服"", order_type=""综合 "")']]","[['1', 'search_goods(app=""得物"", search_info=""实验室防护服"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0434
在得物中搜索医疗急救包按价格升序排序,"[['1', 'search_goods(app=""得物"", search_info=""医疗急救包"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""得物"", search_info=""医疗急救包"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2212
在得物中搜索登机箱,"[['1', 'search_goods(app=""得物"", search_info=""登机箱"", order_type=""无"")']]","[['1', 'search_goods(app=""得物"", search_info=""登机箱"", order_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0175
在得物中调出我的搜索历史,"[['1', 'open_search_history(app=""得物"")']]","[['2', 'open_search_history(app=""得物"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6021
在抖音火山版中的商城查看待收获订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9088
在抖音火山版中查看我的购物车,"[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""无"")']]","[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8032
在抖音火山版中的商城查找诗意散文集并按综合排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""诗意散文集"", order_type=""综合 "")']]","[['1', 'search_goods(app=""抖音火山版"", search_info=""诗意散文集"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0311
在抖音火山版中到商城搜索'股票分析工具'按销量排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""股票分析工具"", order_type=""销量"")']]","[['1', 'search_goods(app=""抖音火山版"", search_info=""股票分析工具"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0311
在抖音火山版中的商城搜索高端理财产品并按价格从高到低排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""高端理财产品"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""抖音火山版"", search_info=""高端理财产品"", order_type=""价格从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1031
在抖音火山版中的商城搜索量化交易课程按价格升序排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""量化交易课程"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""抖音火山版"", search_info=""量化交易课程"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1720
在抖音火山版中的商城搜索‘量化交易工具’店铺,"[['1', 'search_stores(app=""抖音火山版"", search_info=""量化交易工具"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音火山版"", search_info=""量化交易工具"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8654
在抖音火山版中的商城搜索剧本杀道具,"[['1', 'search_goods(app=""抖音火山版"", search_info=""剧本杀道具"", order_type=""无"")']]","[['1', 'search_goods(app=""抖音火山版"", search_info=""剧本杀道具"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,1.0115
在抖音火山版中的商城查看待评价订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8529
在抖音火山版中显示商城订单待取件物流,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""待取件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8828
在抖音火山版中显示商城订单运送中的物流信息,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""运输中"")']]","[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""派送中"")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.5000,0.5000,0.5000,0.6667,0.5000,0.6667,0.8564
在抖音火山版中查询购物车商品的价格下降情况,"[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""降价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7519
在抖音火山版中搜索黄金期货订单,"[['1', 'search_order(app=""抖音火山版"", search_info=""黄金期货"", order_status=""无"")']]","[['2', 'search_order(app=""抖音火山版"", search_info=""黄金期货订单"")']]",0.0000,1.0000,1.0000,0.8000,0.8333,0.8000,0.7500,0.6667,0.9000,0.8750,0.9000,0.8948
在抖音火山版中搜索显微镜订单,"[['1', 'search_order(app=""抖音火山版"", search_info=""显微镜"", order_status=""无"")']]","[['2', 'search_order(app=""抖音火山版"", search_info=""显微镜"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,0.8944
在抖音极速版中查看商城关注店铺中的古典诗集,"[['1', 'search_in_favorite_stores(app=""抖音极速版"", search_info=""古典诗集"")']]","[['1', 'search_in_favorite_stores(app=""抖音极速版"", search_info=""古典诗集"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0089
在抖音极速版中打开赚钱任务的签到功能领取金币,"[['1', 'sign_in(app=""抖音极速版"", page_type=""金币"")']]","[['1', 'sign_in(app=""抖音极速版"", page_type=""金币"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7815
在抖音极速版中查看购物车中的降价宝贝,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7811
在抖音极速版中查看购物车,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""无"")']]","[['1', 'open_cart_content(app=""抖音极速版"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6047
在抖音极速版中签到领取积分,"[['1', 'sign_in(app=""抖音极速版"", page_type=""积分"")']]","[['1', 'sign_in(app=""抖音极速版"", page_type=""积分"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7812
在抖音极速版中的商城查找高端笔记本电脑并按价格降序排列,"[['1', 'search_goods(app=""抖音极速版"", search_info=""高端笔记本电脑"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""抖音极速版"", search_info=""高端笔记本电脑"", order_type=""价格从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1144
在抖音极速版中的商城查找限量版动漫手办并按照价格从低到高排序,"[['1', 'search_goods(app=""抖音极速版"", search_info=""限量版动漫手办"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""抖音极速版"", search_info=""限量版动漫手办"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3773
在抖音极速版中的商城店铺搜索手工陶瓷茶具按销量排序,"[['1', 'search_stores(app=""抖音极速版"", search_info=""手工陶瓷茶具"", order_type=""销量"")']]","[['1', 'search_stores(app=""抖音极速版"", search_info=""手工陶瓷茶具"", order_type=""销量"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1391
在抖音极速版中搜索商城里的'手账贴纸'按销量排序,"[['1', 'search_goods(app=""抖音极速版"", search_info=""手账贴纸"", order_type=""销量"")']]","[['1', 'search_goods(app=""抖音极速版"", search_info=""手账贴纸"", order_type=""销量"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0693
在抖音极速版中的商城中搜索股票分析工具并按综合排序,"[['1', 'search_goods(app=""抖音极速版"", search_info=""股票分析工具"", order_type=""综合 "")']]","[['1', 'search_goods(app=""抖音极速版"", search_info=""股票分析工具"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0896
在抖音极速版中的商城调取待发货订单列表,"[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""待发货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8439
在抖音极速版中查询购物车内的降价商品列表,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7195
在抖音极速版中检查商城订单的物流签收信息,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""已签收"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8429
在抖音极速版中检查商城运送中的订单物流状态,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""运输中"")']]","[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""派送中"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8432
在抖音极速版中进入商城订单检查待取件物流信息,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""待取件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9310
在抖音极速版中搜索商城店铺‘旅行收纳神器’按人气排序,"[['1', 'search_stores(app=""抖音极速版"", search_info=""旅行收纳神器"", order_type=""人气"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音极速版"", search_info=""旅行收纳神器"", order_type=""人气"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1495
在抖音极速版中搜索商城购物车内的实验室设备,"[['1', 'search_cart_content(app=""抖音极速版"", search_info=""实验室设备"")']]","[['2', 'search_cart_content(app=""抖音极速版"", search_info=""实验室设备"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7790
在抖音极速版中搜索‘实验耗材’订单,"[['1', 'search_order(app=""抖音极速版"", search_info=""实验耗材"", order_status=""无"")']]","[['2', 'search_order(app=""抖音极速版"", search_info=""实验耗材"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8192
在抖音极速版中调出商城搜索历史记录,"[['1', 'open_search_history(app=""抖音极速版"")']]","[['1', 'open_search_history(app=""抖音极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4741
在抖音极速版中调出我的订单信息,"[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""无"")']]","[['1', 'search_order(app=""抖音极速版"", search_info=""我的订单"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8169
在抖音极速版中显示购物车库存商品,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""有货"")']]","[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""有货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8163
在抖音中打开客服页面,"[['1', 'open_customer_service(app=""抖音"")']]","[['1', 'open_customer_service(app=""抖音"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6686
在抖音商城中查看量化投资书籍的最新版本,"[['1', 'search_goods(app=""抖音"", search_info=""量化投资书籍"", order_type=""无"")']]","[['1', 'search_goods(app=""抖音商城"", search_info=""量化投资书籍"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.4444,0.3333,0.3333,0.5556,0.5000,0.5556,1.0587
在抖音商城中搜索店铺中的投资工具按人气排序,"[['1', 'search_stores(app=""抖音"", search_info=""投资工具"", order_type=""人气"")']]","[['2', 'search_stores(app=""抖音商城"", search_info=""投资工具"", order_type=""人气"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.3333,0.3333,0.8889,0.8333,0.8889,1.0588
在抖音商城中查找购物车中的“诗集”,"[['1', 'search_cart_content(app=""抖音"", search_info=""诗集"")']]","[['2', 'search_cart_content(app=""抖音商城"", search_info=""诗集"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.0000,0.0000,0.8333,0.7500,0.8333,0.8235
在抖音商城中搜索购物车中的实验器材,"[['1', 'search_cart_content(app=""抖音"", search_info=""实验器材"")']]","[['2', 'search_cart_content(app=""抖音商城"", search_info=""实验器材"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,0.7977
在抖音商城中搜索'高端腕表'按价格从高到低排序,"[['1', 'search_goods(app=""抖音"", search_info=""高端腕表"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""抖音商城"", search_info=""高端腕表"", order_type=""价格从高到低"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.6667,0.8889,0.8333,0.8889,1.2272
在抖音商城中搜索财经分析工具并按综合排序,"[['1', 'search_goods(app=""抖音"", search_info=""财经分析工具"", order_type=""综合 "")']]","[['1', 'search_goods(app=""抖音商城"", search_info=""财经分析工具"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.3333,0.8889,0.8333,0.8889,1.0380
在抖音极速版商城中搜索量化投资课程店铺,"[['1', 'search_stores(app=""抖音极速版"", search_info=""量化投资课程店铺"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音极速版"", search_info=""量化投资课程"", order_type=""销量"")']]",0.0000,1.0000,1.0000,0.8571,0.6667,0.6667,0.6667,0.6667,0.6190,0.6111,0.6190,1.1329
在抖音商城中搜索股票分析工具按销量排序,"[['1', 'search_goods(app=""抖音"", search_info=""股票分析工具"", order_type=""销量"")']]","[['1', 'search_goods(app=""抖音商城"", search_info=""股票分析工具"", order_type=""销量"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.3333,0.3333,0.8889,0.8333,0.8889,1.0119
在抖音商城中搜索精密仪器相关店铺,"[['1', 'search_stores(app=""抖音"", search_info=""精密仪器"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音商城"", search_info=""精密仪器"")']]",0.0000,1.0000,1.0000,0.6667,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,0.7432
在抖音商城中搜索实验室防护服店铺并按销量排序,"[['1', 'search_stores(app=""抖音"", search_info=""实验室防护服"", order_type=""销量"", filter_type=""无"")']]","[['2', 'search_stores(app=""抖音商城"", search_info=""实验室防护服"", order_type=""销量"")']]",0.0000,1.0000,1.0000,0.8571,0.8333,0.7778,0.3333,0.3333,0.8889,0.8333,0.8889,1.0361
在抖音商城中搜索“显微镜”按价格从低到高排序,"[['1', 'search_goods(app=""抖音"", search_info=""显微镜"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""抖音商城"", search_info=""显微镜"", order_type=""价格从低到高"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.3333,0.8889,0.8333,0.8889,1.1997
在抖音商城中检索待支付订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待付款"")']]","[['1', 'search_order(app=""抖音商城"", search_info=""待支付"", order_status=""无"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9242
在抖音应用中检索商城订单物流信息,"[['1', 'open_logistics_receive(app=""抖音"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""抖音"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7238
在抖音中执行签到操作以获取积分,"[['1', 'sign_in(app=""抖音"", page_type=""积分"")']]","[['1', 'sign_in(app=""抖音"", page_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5753
在抖音中查看商城搜索记录,"[['1', 'open_search_history(app=""抖音"")']]","[['1', 'open_search_history(app=""抖音"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3855
在抖音中搜索离心机商城店铺并按综合排序,"[['1', 'search_stores(app=""抖音"", search_info=""离心机"", order_type=""综合 "")']]","[['2', 'search_stores(app=""抖音"", search_info=""离心机商城"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.8667,0.8333,0.4444,0.0000,0.9167,0.8889,0.9167,1.0012
在京东中查看最新款金融分析仪并按综合排序展示结果,"[['1', 'search_goods(app=""京东"", search_info=""最新款金融分析仪"", order_type=""综合 "")']]","[['1', 'search_goods(app=""京东"", search_info=""金融分析仪"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.9231,0.9091,0.9231,0.9738
在京东中查看财经书籍的订单,"[['1', 'search_order(app=""京东"", search_info=""财经书籍"", order_status=""无"")']]","[['2', 'search_order(app=""京东"", search_info=""财经书籍"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7728
在京东中查找按评论数从高到低排序的诗集,"[['1', 'search_goods(app=""京东"", search_info=""诗集"", order_type=""按评论数从高到低"")']]","[['1', 'search_goods(app=""京东"", search_info=""诗集"", order_type=""按评论数从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2190
在京东中查看待付款订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""京东"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8090
在京东中查看我的快递运输状态,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""运输中"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,0.8086
在京东中查看我寄快递的已揽件状态,"[['1', 'open_logistics_send(app=""京东"", filter_type=""已揽件"")']]","[['1', 'open_logistics_send(app=""京东"", filter_type=""已揽件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8362
在京东中查看已取消的收快递,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""已取消"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""已取消"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7807
在京东中查看拒收的快递记录,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""已拒收"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""已拒收"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8559
在京东中查找多功能料理机,"[['1', 'search_goods(app=""京东"", search_info=""多功能料理机"", order_type=""无"")']]","[['1', 'search_goods(app=""京东"", search_info=""多功能料理机"", order_type=""无"")]])",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0241
在京东中查找文艺咖啡馆的店铺,"[['1', 'search_stores(app=""京东"", search_info=""文艺咖啡馆"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""京东"", search_info=""文艺咖啡馆"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.8071
在京东商城中查看关注店铺里的古典音乐专辑店铺,"[['1', 'search_in_favorite_stores(app=""京东"", search_info=""古典音乐专辑"")']]","[['2', 'open_favorite_stores(app=""京东"", filter_type=""无"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7880
在京东中搜索商品收藏中的精密电子显微镜,"[['1', 'search_in_favorite_goods(app=""京东"", search_info=""精密电子显微镜"")']]","[['1', 'search_in_favorite_goods(app=""京东"", search_info=""精密电子显微镜"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0076
在京东中搜索显微镜按评论数降序排列,"[['1', 'search_goods(app=""京东"", search_info=""显微镜"", order_type=""按评论数从高到低"")']]","[['1', 'search_goods(app=""京东"", search_info=""显微镜"", order_type=""按评论数从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2157
在京东中搜索专业刀具的店铺,"[['1', 'search_stores(app=""京东"", search_info=""专业刀具"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""京东"", search_info=""专业刀具"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7862
在京东中访问购物车并筛选送礼商品,"[['1', 'open_cart_content(app=""京东"", filter_type=""送礼"")']]","[['1', 'open_cart_content(app=""京东"", filter_type=""送礼"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8152
在京东中访问客户服务界面,"[['1', 'open_customer_service(app=""京东"")']]","[['1', 'open_customer_service(app=""京东"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5844
在京东中显示所有发票,"[['1', 'open_invoice_page(app=""京东"", page_type=""全部发票"")']]","[['1', 'open_invoice_page(app=""京东"", page_type=""全部发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8016
在京东中查看我取消的寄快递记录,"[['1', 'open_logistics_send(app=""京东"", filter_type=""已取消"")']]","[['1', 'open_logistics_send(app=""京东"", filter_type=""已取消"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8568
在京东中查询当前派送中的快递状态,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""派送中"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9450
在京东中查询我的待揽件快递状态,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""待揽件"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""待揽件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9722
在京东中搜索购物车中的园艺工具套装,"[['1', 'search_cart_content(app=""京东"", search_info=""园艺工具套装"")']]","[['2', 'search_cart_content(app=""京东"", search_info=""园艺工具套装"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9173
在京东中显示购物车凑单商品列表,"[['1', 'open_cart_content(app=""京东"", filter_type=""凑单"")']]","[['1', 'open_cart_content(app=""京东"", filter_type=""凑单"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8022
在京东中执行签到操作以领取京豆,"[['1', 'sign_in(app=""京东"", page_type=""无"")']]","[['1', 'sign_in(app=""京东"", page_type=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6881
在快手中的商城搜索古典诗集,"[['1', 'search_goods(app=""快手"", search_info=""古典诗集"", order_type=""无"")']]","[['1', 'search_goods(app=""快手"", search_info=""古典诗集"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,1.0116
在快手极速版中查看‘诗集’订单,"[['1', 'search_order(app=""快手极速版"", search_info=""诗集"", order_status=""无"")']]","[['1', 'search_order(app=""快手极速版"", search_info=""诗集"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.8573
