tag,大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
单任务,购物-订单,快手,我在快手app里怎么找不到待发货的订单？,在快手中查看待发货的订单,在快手的商城中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手,快帮我打开快手短视频里的商城待收货页面。,在快手短视频中查看商城待收货页面,在快手的商城中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手,我想在快手app里查看商城的待评价订单，帮我找一下。,在快手中查看商城待评价订单,在快手的商城中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手,我在快手视频里怎么找不到商城的售后订单入口？,在快手视频中查看售后订单入口,在快手的商城中查看售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,快手,我想在快手视频里找找有没有我买的水杯的订单信息。,在快手视频中查找水杯的订单信息,在快手中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,快手极速版,YOYO，帮我打开快手极速里的商城订单页面。,在快手极速中打开商城订单页面,在快手极速版的商城中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手极速版,快手极速版里怎么查看商城里的待支付订单啊？,在快手极速版中查看商城里的待支付订单,在快手极速版的商城中查看待支付订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手极速版,YOYO，帮我看看快手极速版里的待发货订单。,在快手极速版中查看待发货订单,在快手极速版的商城中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手极速版,YoYo，帮我打开快手极速里的待收货页面。,在快手极速中查看待收货页面,在快手极速版的商城中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手极速版,快手极速版里怎么找不到待评价的订单啊？,在快手极速版中查找待评价订单,在快手极速版的商城中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,快手极速版,快手极速版里怎么找不到售后订单的入口啊？,在快手极速版中查找售后订单入口,在快手极速版的商城中查看售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,快手极速版,我的快手极速版里面有一个连衣裙的订单吗？,在快手极速版中查看连衣裙订单,在快手极速版中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,拼多多,YoYo，在拼多多里帮我查一下最近的订单信息。,在拼多多中查看最近的订单信息,在拼多多中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,拼多多,拼夕夕里的待付款订单怎么查看啊？,在拼夕夕中查看待付款订单,在拼多多中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,拼多多,拼多多里面那个待收货的订单在哪里找呀？,在拼多多中查看待收货订单,在拼多多中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,拼多多,我在拼夕夕里买了东西申请了退款，帮我找一下那个订单,在拼夕夕中查看退款订单,在拼多多中查看退款售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,拼多多,带我去PDD里看看待分享的订单在哪里。,在PDD中查看待分享的订单,在拼多多中查看待分享订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,拼多多,去拼夕夕帮我看看还有哪些订单还没发货。,在拼夕夕中查看未发货订单,在拼多多中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,拼多多,YoYo，在PDD帮我找找我有没有儿童玩具车订单。,在PDD中查找儿童玩具车订单,在拼多多中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,淘宝,YoYo，帮我查一下淘宝的订单信息。,在淘宝中查看订单信息,在淘宝中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,淘宝,帮我查一下淘宝商城里的待付款订单。,在淘宝商城中查看待付款订单,在淘宝中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,淘宝,我想在淘宝里看看我那些订单还没发货。,在淘宝中查看未发货订单,在淘宝中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,淘宝,YoYo助手，查一下我手机上的的淘宝待收货订单信息。,在淘宝中查看待收货订单信息,在淘宝中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,淘宝,我在淘宝里怎么找不到待评价的订单啊？,在淘宝中查看待评价订单,在淘宝中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,淘宝,我在淘宝网怎么查看退款进度？,在淘宝网中查看退款进度,在淘宝中查看退款/售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,淘宝,帮我搜索一下淘宝里我买的保温杯订单。,在淘宝中搜索我买的保温杯订单,在淘宝中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,天猫,天猫里的待付款订单在哪里查看啊？,在天猫中查看待付款订单,在天猫中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,天猫,YOYO，帮我查一下天猫商城的待发货订单。,在天猫商城中查看待发货订单,在天猫中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,天猫,YOYO，帮我查一下天猫商城的待收货订单。,在天猫商城中查看待收货订单,在天猫中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,天猫,快点教我怎么在天猫查看退货订单！,在天猫中查看退货订单,在天猫中查看退款/售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,天猫,我想在天猫商城里查看我所有的订单。,在天猫商城中查看所有订单,在天猫中查看全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,天猫,我在天猫商城里怎么找不到我的待评价订单？,在天猫商城中查看待评价订单,在天猫中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,天猫,查一下我在天猫买过的防晒衣订单，现在就查！,在天猫中查看我买过的防晒衣订单,在天猫中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,唯品会,唯品会APP里怎么查看我之前取消的待支付订单啊？,在唯品会中查看之前取消的待支付订单,在唯品会中查看已取消的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,唯品会,唯品会上我有没有已完成的待付款的订单，快帮我看看！,在唯品会中查看已完成的待付款订单,在唯品会中查看已完成的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,唯品会,YOYO，帮我查一下唯品会的待付款订单。,在唯品会中查看待付款订单,在唯品会中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,唯品会,YoYo，快帮我查一下我在唯品会的待评价订单都有啥。,在唯品会中查看待评价订单,在唯品会中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,唯品会,YOYO，帮我查一下我在唯品会的待收货订单有哪些。,在唯品会中查看待收货订单,在唯品会中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,唯品会,我在唯品会上的订单在哪里查看？,在唯品会中查看订单,在唯品会中查看全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,唯品会,带我去唯品会的售后页面看看。,在唯品会中查看售后页面,在唯品会中查看退换售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,唯品会,YoYo，帮我查一下唯品会里的防晒衣的订单。,在唯品会中查看防晒衣的订单,在唯品会中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-搜索,唯品会,YOYO，帮我搜索一下我在唯品会的防晒衣的售后退换记录。,在唯品会中搜索防晒衣售后退换记录,在唯品会中搜索<搜索内容>退换售后订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,闲鱼,在闲鱼二手里找一下我刚才发布的那件商品？,在闲鱼二手中查找我刚才发布的商品,在闲鱼中查看我发布的商品,"[{""name"": ""open_orders_release(app, order_status)"", ""description"": ""在app应用程序中查看自己发布的指定状态的订单列表,例如在卖、草稿、已下架等。""}]"
单任务,购物-订单,闲鱼,我想看看我在闲鱼上发布的所有在卖的东西，你能帮我查一下吗？,在闲鱼中查看我发布的所有在卖的东西,在闲鱼中查看我发布的在卖商品,"[{""name"": ""open_orders_release(app, order_status)"", ""description"": ""在app应用程序中查看自己发布的指定状态的订单列表,例如在卖、草稿、已下架等。""}]"
单任务,购物-订单,闲鱼,闲鱼市场里能查看我之前发过的闲置草稿吗？,在闲鱼市场中查看我之前发过的闲置草稿,在闲鱼中查看我发布的草稿商品,"[{""name"": ""open_orders_release(app, order_status)"", ""description"": ""在app应用程序中查看自己发布的指定状态的订单列表,例如在卖、草稿、已下架等。""}]"
单任务,购物-订单,闲鱼,能不能在闲鱼市场里调出我已经下架的商品列表？,在闲鱼市场中查看我已下架的商品列表,在闲鱼中查看我发布的已下架商品,"[{""name"": ""open_orders_release(app, order_status)"", ""description"": ""在app应用程序中查看自己发布的指定状态的订单列表,例如在卖、草稿、已下架等。""}]"
单任务,购物-订单,闲鱼,怎么在闲鱼二手查看我最近卖出的物品？,在闲鱼二手中查看我最近卖出的物品,在闲鱼中查看我卖出的订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,在咸鱼上我之前卖掉的东西在哪里，帮我找一下所有的记录？,在咸鱼中查看之前卖掉的所有商品记录,在闲鱼中查看我卖出的全部订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想看看我在闲鱼上卖出的商品里有没有待付款的订单。,在闲鱼中查看卖出商品的待付款订单,在闲鱼中查看我卖出的待付款订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想在闲鱼里看看我那些卖出的商品还没发货的。,在闲鱼中查看卖出的待发货商品,在闲鱼中查看我卖出的待发货订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想看看我在闲鱼上卖出的但客户还没确认收货的商品，你能帮我查一下吗？,在闲鱼中查看卖出的但客户未确认收货的商品,在闲鱼中查看我卖出的待收货订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,YOYO，帮我打开闲鱼市场，查看我卖出的待评价订单。,在闲鱼市场中查看我卖出的待评价订单,在闲鱼中查看我卖出的待评价订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,YOYO，帮我查一下闲鱼上有哪些退款中的商品。,在闲鱼中查找退款中的商品,在闲鱼中查看我卖出的退款中订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想在闲鱼市场里看看我最近买的东西。,在闲鱼市场中查看我最近买的东西,在闲鱼中查看我买的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,闲鱼里我之前买的东西都在哪能看见啊，我要看全部？,在闲鱼中查看已购买的全部商品,在闲鱼中查看我买的全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想在闲鱼市场里查看我买的东西的待付款订单。,在闲鱼市场中查看待付款订单,在闲鱼中查看我买的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想看看我在闲鱼上还没发货的订单，你能帮我查一下吗？,在闲鱼中查看未发货的订单,在闲鱼中查看我买的待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我想在闲鱼市场里查看我有没有待收货的订单。,在闲鱼市场中查看待收货订单,在闲鱼中查看我买的待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,快点打开闲鱼，我要去看看还有哪些我的订单需要评价！,在闲鱼中查看需要评价的订单,在闲鱼中查看我买的待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,我在闲鱼二手上，现在有订单在退款中，怎么查看？,在闲鱼二手中查看退款中的订单,在闲鱼中查看我买的退款中订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,闲鱼,闲鱼里我的待评价订单在哪？,在闲鱼中查看待评价订单,在闲鱼中查看待评价订单,"[{""name"": ""open_orders_all_review(app)"", ""description"": ""在app应用程序中查看待评价状态的订单列表,在不指定购买还是售卖的订单时,及全都要看时使用。""}]"
单任务,购物-搜索,闲鱼,帮我去闲鱼市场搜搜看看我发布的耳机。,在闲鱼市场中搜索我发布的耳机,在闲鱼中搜索我发布的<搜索内容>商品,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-搜索,闲鱼,在闲鱼市场里帮我搜索一下我卖出的蓝牙耳机。,在闲鱼市场中搜索我卖出的蓝牙耳机,在闲鱼中搜索我卖出的<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-搜索,闲鱼,闲鱼市场里我之前买的收纳箱，帮我查一下？,在闲鱼市场中查看之前购买的收纳箱,在闲鱼中搜索我买到的<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-订单,转转,我想在转转二手上看看我以前都买了啥。,在转转二手中查看已购买商品,在转转中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,请在转转中查找当前的待付款订单列表。,在转转中查看待付款订单列表,在转转中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,我想在转转二手上看看我还有哪些订单还没发货，能帮我吗？,在转转二手中查看未发货订单,在转转中查看待发货的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,我想在转转里查看我待收货订单。,在转转中查看待收货订单,在转转中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,怎么在转转里找不到待评价的订单入口啊？,在转转中查找待评价订单入口,在转转中查看待评价的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,请带我看看转转的售后退款页面。,在转转中查看售后退款页面,在转转中查看退款售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,YoYo，帮我查一下转转上还有哪些退款还在处理中的订单？,在转转中查看退款处理中订单,在转转中查看未完结的退款售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,我想在转转里查看还没评价的退款订单，能教我怎么操作吗？,在转转中查看未评价的退款订单,在转转中查看待评价的退款售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,YoYo，帮我打开转转，查看我发布的商品列表。,在转转中查看我发布的商品列表,在转转中查看我发布的商品,"[{""name"": ""open_orders_release(app, order_status)"", ""description"": ""在app应用程序中查看自己发布的指定状态的订单列表,例如在卖、草稿、已下架等。""}]"
单任务,购物-订单,转转,YoYo，怎么在转转市场里找到我卖的东西？,在转转市场中查找我卖的东西,在转转中查看卖出的订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,我想在转转二手里查看我正在卖的东西。,在转转二手中查看我正在卖的东西,在转转中查看卖出的进行中订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,YOYO快帮我看看我在转转上完成的销售订单有哪些。,在转转中查看已完成销售订单,在转转中查看卖出的已完成订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-订单,转转,在转转里找一下我卖的，现在已经关闭的东西,在转转中查找我卖的现已关闭的商品,在转转中查看卖出的已关闭订单,"[{""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
单任务,购物-搜索,转转,YoYo，快帮我搜一下我在转转里我买的蓝牙耳机订单。,在转转中搜索我购买的蓝牙耳机订单,在转转中搜索我购买的<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-搜索,转转,YOYO，帮我搜一下我在转转的卖出记录里有没有蓝牙耳机的订单。,在转转中搜索卖出记录中蓝牙耳机订单,在转转中搜索我卖出的<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
单任务,购物-发票,得物,YoYo，帮我找一下得物里面的发票申请入口。,在得物中查找发票申请入口,在得物中打开发票服务,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,京东,YoYo，帮我管理京东商城里的发票抬头。,在京东商城中管理发票抬头,在京东中管理发票抬头,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,京东,YOYO助手，我要在JD上看我所有的购物发票，怎么操作？,在JD中查看所有购物发票,在京东中查看全部发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,京东,京东发票换开复杂吗，在哪里操作,在京东中查看换开发票,在京东中查看发票换开/合开,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,京东,YoYo，教我怎么在京东提交专票信息。,在京东中提交专票信息,在京东中查看发票专票提交,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,京东,有没有办法在京东APP上直接查看我申请的电子发票记录？,在京东中查看电子发票记录,在京东中查看发票申请记录,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,拼多多,我想在拼多多里查看所有订单的发票信息，怎么操作？,在拼多多中查看所有订单的发票信息,在拼多多中查看全部发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,拼多多,在pdd软件里开过的发票去哪查？,在pdd中查看开过的发票,在拼多多中查看已开票发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,拼多多,快帮我查查拼多多里面的正在申请的发票记录！,在拼多多中查看正在申请的发票记录,在拼多多中查看申请中发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,拼多多,YoYo，在拼夕夕里怎么查看待申请发票啊？,在拼夕夕中查看待申请发票,在拼多多中查看待申请发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,淘宝,YOYO，帮我打开淘宝商城的发票中心。,在淘宝商城中打开发票中心,在淘宝中打开发票中心,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,淘宝,请在淘宝网中查看我当前申请中的发票列表。,在淘宝网中查看当前申请中的发票列表,在淘宝中查看申请中发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,淘宝,快告诉我，在淘宝APP里怎么看已开票的发票？,在淘宝中查看已开票的发票,在淘宝中查看已开票发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,淘宝,帮我查一下淘宝商城中未申请的发票。,在淘宝商城中查找未申请的发票,在淘宝中查看未申请发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,唯品会,唯品会怎么开发票？,在唯品会中开发票,在唯品会中打开发票服务,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-发票,唯品会,我想在唯品会上查看最近开具的订单发票，你能帮我吗？,在唯品会中查看最近开具的订单发票,在唯品会中查看开具发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
