query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10,标注结果（n=1）,标注结果（n=3）,标注结果（n=5）
请搜索已取消的待付款订单在阿里巴巴中,在$阿里巴巴$中搜索已取消的待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.915003393,open_search_history(app),0.784874576,"open_cart_content(app, filter_type, filter_detail_slot)",0.770485249,delete_search_history(app),0.767807831,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.765630525,"open_logistics_receive(app, filter_type)",0.75975902,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.743823674,"open_favorite_stores(app, filter_type)",0.737176458,open_orders_all_review(app),0.702516667,1,1,1
帮我在唯品会中查找已完成的待付款订单,在$唯品会$中查看已完成的待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.788843996,"open_cart_content(app, filter_type, filter_detail_slot)",0.719322388,"open_invoice_page(app, page_type)",0.716066028,"open_logistics_receive(app, filter_type)",0.712577963,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.680146273,open_search_history(app),0.663125908,open_orders_all_review(app),0.658727715,"open_customer_service(app, order_slot, store_slot)",0.637877707,"open_logistics_send(app, filter_type)",0.045845345,1,1,1
唯品会中已完成的待付款订单在哪里,在$唯品会$中查看已完成的待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.788843996,"open_cart_content(app, filter_type, filter_detail_slot)",0.719322388,"open_invoice_page(app, page_type)",0.716066028,"open_logistics_receive(app, filter_type)",0.712577963,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.680146273,open_search_history(app),0.663125908,open_orders_all_review(app),0.658727715,"open_customer_service(app, order_slot, store_slot)",0.637877707,"open_logistics_send(app, filter_type)",0.045845345,1,1,1
帮我在唯品会中查找待付款订单,在$唯品会$中查看待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.836821722,"open_cart_content(app, filter_type, filter_detail_slot)",0.775867677,"open_logistics_receive(app, filter_type)",0.752275446,"open_invoice_page(app, page_type)",0.749624111,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.715100241,"open_customer_service(app, order_slot, store_slot)",0.703939319,open_search_history(app),0.703636534,"sign_in(app, page_type)",0.671881306,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.669417954,1,1,1
唯品会中已完成的待付款订单在哪里,在$唯品会$中查看已完成的待付款订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.788843996,"open_cart_content(app, filter_type, filter_detail_slot)",0.719322388,"open_invoice_page(app, page_type)",0.716066028,"open_logistics_receive(app, filter_type)",0.712577963,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.680146273,open_search_history(app),0.663125908,open_orders_all_review(app),0.658727715,"open_customer_service(app, order_slot, store_slot)",0.637877707,"open_logistics_send(app, filter_type)",0.045845345,1,1,1
帮我在唯品会中查找待评价订单,在$唯品会$中查找待评价订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,open_orders_all_review(app),0.819780365,"search_order(app, search_info_slot, order_status)",0.81227073,"open_logistics_receive(app, filter_type)",0.716549834,"open_invoice_page(app, page_type)",0.712514926,"open_cart_content(app, filter_type, filter_detail_slot)",0.701921768,"open_customer_service(app, order_slot, store_slot)",0.694912412,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.691526053,open_search_history(app),0.68312685,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.675521976,1,1,1
唯品会中已完成的待评价订单在哪里,在$唯品会$中查看已完成的待评价订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,open_orders_all_review(app),0.800654765,"search_order(app, search_info_slot, order_status)",0.800357896,"open_logistics_receive(app, filter_type)",0.73549388,"open_invoice_page(app, page_type)",0.724049504,"open_cart_content(app, filter_type, filter_detail_slot)",0.709353376,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.701859238,open_search_history(app),0.68823651,"open_customer_service(app, order_slot, store_slot)",0.672752473,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.639014241,1,1,1
帮我在唯品会中查找待收货订单,在$唯品会$中查看待收货订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.840668605,"open_logistics_receive(app, filter_type)",0.795433574,"open_cart_content(app, filter_type, filter_detail_slot)",0.756361058,"open_invoice_page(app, page_type)",0.752205223,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.742554358,open_search_history(app),0.716504424,"open_customer_service(app, order_slot, store_slot)",0.692731103,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.669337181,"sign_in(app, page_type)",0.664140088,1,1,1
唯品会中待收货订单在哪里,在$唯品会$中查看待收货订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.840668605,"open_logistics_receive(app, filter_type)",0.795433574,"open_cart_content(app, filter_type, filter_detail_slot)",0.756361058,"open_invoice_page(app, page_type)",0.752205223,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.742554358,open_search_history(app),0.716504424,"open_customer_service(app, order_slot, store_slot)",0.692731103,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.669337181,"sign_in(app, page_type)",0.664140088,1,1,1
帮我在唯品会中联系唯品客服,在$唯品会$中联系唯品客服,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.80910247,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.778796434,"open_invoice_page(app, page_type)",0.756972753,"open_cart_content(app, filter_type, filter_detail_slot)",0.745195598,"open_logistics_receive(app, filter_type)",0.742682118,"sign_in(app, page_type)",0.737523897,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.720544725,"open_orders_bought(app, order_status, filter_detail_slot)",0.716537919,open_search_history(app),0.70167208,1,1,1
唯品会中唯品客服的页面在哪,在$唯品会$中打唯品客服页面,open_customer_service,"open_customer_service(app, order_slot, store_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.833723356,"open_invoice_page(app, page_type)",0.810433438,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.803899813,"open_cart_content(app, filter_type, filter_detail_slot)",0.792321822,"sign_in(app, page_type)",0.779600712,"open_logistics_receive(app, filter_type)",0.77026521,"open_orders_bought(app, order_status, filter_detail_slot)",0.761752394,open_search_history(app),0.752727009,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.749670658,1,1,1
帮我在唯品会中打开发票服务,在$唯品会$中打开发票服务,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.730083964,"open_customer_service(app, order_slot, store_slot)",0.708596727,"open_orders_bought(app, order_status, filter_detail_slot)",0.707607618,"open_logistics_receive(app, filter_type)",0.658355378,"open_cart_content(app, filter_type, filter_detail_slot)",0.658253042,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.638707655,"sign_in(app, page_type)",0.637905056,open_search_history(app),0.627153026,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.615894943,1,1,1
唯品会中发票服务的页面在哪里,在$唯品会$中打开发票服务页面,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.719570717,"open_customer_service(app, order_slot, store_slot)",0.70287945,"open_orders_bought(app, order_status, filter_detail_slot)",0.696653417,"open_cart_content(app, filter_type, filter_detail_slot)",0.654370335,"open_logistics_receive(app, filter_type)",0.649783038,"sign_in(app, page_type)",0.634255345,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.632017808,open_search_history(app),0.620082186,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.611463815,1,1,1
帮我在唯品会中查找开具发票,在$唯品会$中查找开具发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.746605107,"open_customer_service(app, order_slot, store_slot)",0.727074175,"open_orders_bought(app, order_status, filter_detail_slot)",0.713777683,"open_cart_content(app, filter_type, filter_detail_slot)",0.676335492,"open_logistics_receive(app, filter_type)",0.675302582,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.670194586,"sign_in(app, page_type)",0.654780868,open_search_history(app),0.642428079,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.636571164,1,1,1
唯品会中开具发票页面在哪里,在$唯品会$中开具发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.729671189,"open_customer_service(app, order_slot, store_slot)",0.724022536,"open_orders_bought(app, order_status, filter_detail_slot)",0.701667807,"open_cart_content(app, filter_type, filter_detail_slot)",0.672133245,"open_logistics_receive(app, filter_type)",0.666972177,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.654332479,"sign_in(app, page_type)",0.652755323,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.623154159,open_search_history(app),0.622852006,1,1,1
帮我在唯品会中查找我的发票,在$唯品会$中查找我的发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.79942321,"open_orders_bought(app, order_status, filter_detail_slot)",0.767282663,"open_customer_service(app, order_slot, store_slot)",0.725347096,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.725111953,"open_logistics_receive(app, filter_type)",0.722329431,"open_cart_content(app, filter_type, filter_detail_slot)",0.70601276,open_search_history(app),0.69209916,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.685329643,"sign_in(app, page_type)",0.659311987,1,1,1
唯品会中我的发票页面在哪里,在$唯品会$中查看我的发票,open_invoice_page,"open_invoice_page(app, page_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.791664673,"search_order(app, search_info_slot, order_status)",0.783616729,"open_logistics_receive(app, filter_type)",0.742997358,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.735764239,"open_cart_content(app, filter_type, filter_detail_slot)",0.727173766,"open_customer_service(app, order_slot, store_slot)",0.716832692,open_search_history(app),0.701826624,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.657373012,"sign_in(app, page_type)",0.654514462,1,1,1
帮我在唯品会中查找全部订单,在$唯品会$中查找全部订单,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.924394565,"open_invoice_page(app, page_type)",0.807077899,open_search_history(app),0.794463331,"open_cart_content(app, filter_type, filter_detail_slot)",0.766775471,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.761863524,"open_logistics_receive(app, filter_type)",0.754291041,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.724961626,delete_search_history(app),0.720046728,"open_customer_service(app, order_slot, store_slot)",0.706449732,1,1,1
唯品会中全部订单页面在哪里可以找到,在$唯品会$中查找全部订单页面,open_orders_bought,"open_orders_bought(app, order_status, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.917602854,"open_invoice_page(app, page_type)",0.804044083,open_search_history(app),0.786133344,"open_cart_content(app, filter_type, filter_detail_slot)",0.766245049,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.753623539,"open_logistics_receive(app, filter_type)",0.752322955,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.716352927,delete_search_history(app),0.712122588,"open_customer_service(app, order_slot, store_slot)",0.699143633,1,1,1
帮我在唯品会中查看物流,在$唯品会$中查看物流,open_logistics_receive,"open_logistics_receive(app, filter_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.791806309,"search_order(app, search_info_slot, order_status)",0.769015105,"open_cart_content(app, filter_type, filter_detail_slot)",0.751472199,"open_logistics_send(app, filter_type)",0.743030432,"open_customer_service(app, order_slot, store_slot)",0.728539042,"open_invoice_page(app, page_type)",0.72841139,open_search_history(app),0.70671269,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.703536543,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.702071427,1,1,1
唯品会中查看物流页面在哪里可以找到,在$唯品会$中查看物流页面,open_logistics_receive,"open_logistics_receive(app, filter_type)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.799519388,"search_order(app, search_info_slot, order_status)",0.771827431,"open_cart_content(app, filter_type, filter_detail_slot)",0.75530895,"open_logistics_send(app, filter_type)",0.754632476,"open_customer_service(app, order_slot, store_slot)",0.737353615,"open_invoice_page(app, page_type)",0.734822764,open_search_history(app),0.708224503,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.704637109,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.703382107,1,1,1
帮我在唯品会中查看我的收藏,在$唯品会$中查看我的收藏,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,open_search_history(app),0.795070183,"open_cart_content(app, filter_type, filter_detail_slot)",0.788641628,"search_order(app, search_info_slot, order_status)",0.780266751,"open_orders_bought(app, order_status, filter_detail_slot)",0.778619568,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.726897444,"open_logistics_receive(app, filter_type)",0.71522565,"open_invoice_page(app, page_type)",0.713272166,delete_search_history(app),0.704342567,"open_customer_service(app, order_slot, store_slot)",0.702020263,1,1,1
唯品会中我的收藏页面在哪里可以找到,在$唯品会$中查找我的收藏页面,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.794546997,open_search_history(app),0.786876829,"open_cart_content(app, filter_type, filter_detail_slot)",0.775569634,"open_orders_bought(app, order_status, filter_detail_slot)",0.76381941,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.745096629,"open_customer_service(app, order_slot, store_slot)",0.710167208,delete_search_history(app),0.709926741,"open_invoice_page(app, page_type)",0.701537369,"open_logistics_receive(app, filter_type)",0.059972499,1,1,1
帮我在唯品会中查看我的收藏的降价商品,在$唯品会$中查看我的收藏的降价商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.889088367,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.825670012,"search_order(app, search_info_slot, order_status)",0.810096746,open_search_history(app),0.807137946,"open_orders_bought(app, order_status, filter_detail_slot)",0.781400183,"open_logistics_receive(app, filter_type)",0.738778154,"open_customer_service(app, order_slot, store_slot)",0.727346485,delete_search_history(app),0.706872048,"open_orders_release(app, order_status)",0.061639368,1,1,1
唯品会中我的收藏的降价商品在哪里可以找到,在$唯品会$中查找我的收藏的降价商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.899411192,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.84490251,"search_order(app, search_info_slot, order_status)",0.822198006,open_search_history(app),0.799686724,"open_orders_bought(app, order_status, filter_detail_slot)",0.776291756,"open_logistics_receive(app, filter_type)",0.72848155,"open_customer_service(app, order_slot, store_slot)",0.72381785,delete_search_history(app),0.716280786,"sign_in(app, page_type)",0.696764743,1,1,1
帮我在唯品会中查看我的收藏的有货商品,在$唯品会$中查看我的收藏的有货商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"open_cart_content(app, filter_type, filter_detail_slot)",0.820843142,"search_order(app, search_info_slot, order_status)",0.806591839,"open_orders_bought(app, order_status, filter_detail_slot)",0.791002591,open_search_history(app),0.790705689,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.774156046,"open_logistics_receive(app, filter_type)",0.753363041,"open_orders_release(app, order_status)",0.063915022,"open_logistics_send(app, filter_type)",0.059150257,"open_invoice_page(app, page_type)",0.050537888,1,1,1
唯品会中我的收藏的有货商品在哪里可以找到,在$唯品会$中查找我的收藏的有货商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.826728155,"open_cart_content(app, filter_type, filter_detail_slot)",0.805936203,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.80259449,open_search_history(app),0.786675762,"open_orders_bought(app, order_status, filter_detail_slot)",0.78266057,"open_logistics_receive(app, filter_type)",0.742023765,"open_customer_service(app, order_slot, store_slot)",0.716223492,delete_search_history(app),0.708942632,"open_orders_release(app, order_status)",0.059648238,1,1,1
帮我在唯品会中查看我的收藏的已失效商品,在$唯品会$中查看我的收藏的已失效商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.79933194,open_search_history(app),0.792753638,"open_cart_content(app, filter_type, filter_detail_slot)",0.783815203,"open_orders_bought(app, order_status, filter_detail_slot)",0.776809577,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.767104708,"open_logistics_receive(app, filter_type)",0.739821869,delete_search_history(app),0.729124691,"open_customer_service(app, order_slot, store_slot)",0.727851869,"open_logistics_send(app, filter_type)",0.060578343,1,1,1
唯品会中我的收藏的已失效商品在哪里可以找到,在$唯品会$中查找我的收藏的已失效商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.813587482,open_search_history(app),0.78920955,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.779102249,"open_cart_content(app, filter_type, filter_detail_slot)",0.776649976,"open_orders_bought(app, order_status, filter_detail_slot)",0.775011448,delete_search_history(app),0.744367806,"open_customer_service(app, order_slot, store_slot)",0.72855989,"open_logistics_receive(app, filter_type)",0.061110249,"open_logistics_send(app, filter_type)",0.056295279,1,1,1
帮我在唯品会中查看我的收藏中7天内收藏商品,在$唯品会$中查看我的收藏中7天内收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.767140688,"search_order(app, search_info_slot, order_status)",0.765721584,open_search_history(app),0.75734041,"open_cart_content(app, filter_type, filter_detail_slot)",0.753688937,"open_orders_bought(app, order_status, filter_detail_slot)",0.725395248,"open_logistics_receive(app, filter_type)",0.698627747,"open_customer_service(app, order_slot, store_slot)",0.687683855,delete_search_history(app),0.683225537,"sign_in(app, page_type)",0.665444607,1,1,1
唯品会中我的收藏的7天内收藏商品在哪里可以找到,在$唯品会$中查找我的收藏中7天内收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.755501075,open_search_history(app),0.745873785,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.738564583,"open_cart_content(app, filter_type, filter_detail_slot)",0.734177271,"open_orders_bought(app, order_status, filter_detail_slot)",0.712116977,delete_search_history(app),0.686858442,"open_customer_service(app, order_slot, store_slot)",0.667051321,"open_logistics_receive(app, filter_type)",0.037809844,"open_orders_release(app, order_status)",0.03564892,1,1,1
帮我在唯品会中查看我的收藏中1个月内收藏商品,在$唯品会$中查看我的收藏中1个月内收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.838205963,"search_order(app, search_info_slot, order_status)",0.804858014,"open_cart_content(app, filter_type, filter_detail_slot)",0.780998898,open_search_history(app),0.773088624,"open_customer_service(app, order_slot, store_slot)",0.74331262,"open_orders_bought(app, order_status, filter_detail_slot)",0.742875489,"open_logistics_receive(app, filter_type)",0.739429034,"open_invoice_page(app, page_type)",0.708951467,"sign_in(app, page_type)",0.706511045,1,1,1
唯品会中我的收藏的中1个月内收藏商品在哪里可以找到,在$唯品会$中查找1个月内收藏的商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.756102133,"search_order(app, search_info_slot, order_status)",0.748411579,open_search_history(app),0.733366155,"open_cart_content(app, filter_type, filter_detail_slot)",0.729753002,"open_orders_bought(app, order_status, filter_detail_slot)",0.698003221,delete_search_history(app),0.668376668,"open_customer_service(app, order_slot, store_slot)",0.666851807,"open_logistics_receive(app, filter_type)",0.038620888,"open_orders_release(app, order_status)",0.035685892,1,1,1
给我查找唯品会中查看我的收藏中3个月内收藏商品,在$唯品会$中查看我的收藏中3个月内收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.827255576,"search_order(app, search_info_slot, order_status)",0.806383595,open_search_history(app),0.78019612,"open_cart_content(app, filter_type, filter_detail_slot)",0.775707615,"open_orders_bought(app, order_status, filter_detail_slot)",0.747680458,"open_customer_service(app, order_slot, store_slot)",0.736653351,"open_logistics_receive(app, filter_type)",0.73428259,"open_invoice_page(app, page_type)",0.705545359,delete_search_history(app),0.704441598,1,1,1
唯品会中我的收藏的中3个月内收藏商品在哪里可以找到,在$唯品会$中查找我的收藏的中3个月内收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.74004608,open_search_history(app),0.739019695,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.714492344,"open_cart_content(app, filter_type, filter_detail_slot)",0.706528533,"open_orders_bought(app, order_status, filter_detail_slot)",0.703030202,delete_search_history(app),0.695637545,"open_logistics_receive(app, filter_type)",0.040450168,"open_orders_release(app, order_status)",0.038310102,"open_logistics_send(app, filter_type)",0.035675387,1,1,1
给我查找唯品会中查看我的收藏中半年前收藏商品,在$唯品会$中查看我的收藏中半年前收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.806503249,open_search_history(app),0.798226669,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.792427604,"open_cart_content(app, filter_type, filter_detail_slot)",0.785804021,"open_orders_bought(app, order_status, filter_detail_slot)",0.763851549,"open_logistics_receive(app, filter_type)",0.725788068,delete_search_history(app),0.71535848,"open_customer_service(app, order_slot, store_slot)",0.714931301,"open_invoice_page(app, page_type)",0.700542613,1,1,1
唯品会中我的收藏的中半年前收藏商品在哪里可以找到,在$唯品会$中查找我的收藏中半年前收藏商品,open_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.786185223,open_search_history(app),0.781403693,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.758358184,"open_cart_content(app, filter_type, filter_detail_slot)",0.75508693,"open_orders_bought(app, order_status, filter_detail_slot)",0.742384822,delete_search_history(app),0.718425583,"open_customer_service(app, order_slot, store_slot)",0.679131716,"open_logistics_receive(app, filter_type)",0.042935958,"open_orders_release(app, order_status)",0.040482063,1,1,1
给我查找唯品会中查看退换售后页面,在$唯品会$中查看退换售后页面,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_customer_service(app, order_slot, store_slot)",0.864119952,"open_logistics_receive(app, filter_type)",0.856163888,"open_orders_bought(app, order_status, filter_detail_slot)",0.82242293,"open_cart_content(app, filter_type, filter_detail_slot)",0.820085054,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.808709284,"open_invoice_page(app, page_type)",0.808154171,open_search_history(app),0.798856799,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.798423309,"sign_in(app, page_type)",0.724753128,0,0,1
唯品会中退换售后页面在哪里可以找到,在$唯品会$中查找退换售后页面,open_orders_bought,"search_order(app, search_info_slot, order_status)",0.999999995,"open_customer_service(app, order_slot, store_slot)",0.849082399,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.806464037,"open_logistics_receive(app, filter_type)",0.797797034,"open_cart_content(app, filter_type, filter_detail_slot)",0.771119993,"open_orders_bought(app, order_status, filter_detail_slot)",0.769193962,"open_invoice_page(app, page_type)",0.767183038,open_search_history(app),0.763591733,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.762567583,"sign_in(app, page_type)",0.721125887,0,0,0
给我查找唯品会中查看购物车,在$唯品会$中查看购物车,open_cart_content,"open_cart_content(app, filter_type, filter_detail_slot)",0.999999995,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.805805495,"open_orders_bought(app, order_status, filter_detail_slot)",0.801846689,"search_order(app, search_info_slot, order_status)",0.796319018,"open_logistics_receive(app, filter_type)",0.766620336,open_search_history(app),0.763905437,"open_customer_service(app, order_slot, store_slot)",0.754975291,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.743568848,"open_invoice_page(app, page_type)",0.740681415,"search_cart_content(app, search_info_slot)",0.717648238,1,1,1
唯品会中购物车页面在哪里可以找到,在$唯品会$中查找购物车页面,open_cart_content,"open_cart_content(app, filter_type, filter_detail_slot)",0.999999995,"search_order(app, search_info_slot, order_status)",0.817546366,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.803107269,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.794804144,open_search_history(app),0.778069187,"open_orders_bought(app, order_status, filter_detail_slot)",0.7758276,"search_cart_content(app, search_info_slot)",0.767888966,"open_customer_service(app, order_slot, store_slot)",0.765334344,"open_logistics_receive(app, filter_type)",0.750801418,"sign_in(app, page_type)",0.732292528,1,1,1
