大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-搜索,京东,京东上帮我搜一下蓝牙耳机，按销量排序。,在京东中搜索蓝牙耳机并按销量排序,在京东中搜索商品<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,京东,快帮我查查京东商城有没有降噪耳机，要最贵的那种！,在京东商城中搜索最贵的降噪耳机,在京东中搜索商品<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,京东,YoYo，快帮我查一下京东商城里有没有便宜的保温杯，要按价格升序排列哦！,在京东中查找便宜的保温杯按价格升序排列,在京东中搜索商品<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,京东,京东上帮我找找蓝牙耳机，按评论数排序。,在京东中查找蓝牙耳机并按评论数排序,在京东中搜索商品<搜索内容>按评论数从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,京东,我想在京东上找一家卖数码产品的店铺，帮我搜索一下,在京东中搜索卖数码产品的店铺,在京东中搜索<搜索内容>店,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,京东,京东的搜索历史在哪里可以看到啊？,在京东中查看搜索历史,在京东中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,京东,有没有办法在京东里把之前的搜索记录删掉？,在京东中删除搜索记录,在京东中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,京东,YoYo，帮我找一下京东里的相机功能。,在京东中查找相机功能,在京东中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,天猫,YoYo，快帮我搜一下天猫里面有没有减压玩具。,在天猫中搜索减压玩具,在天猫中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,天猫,在天猫上搜索戴森吹风机，按综合排序,在天猫中搜索戴森吹风机按综合排序,在天猫中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,天猫,YOYO，帮我找找天猫里的高跟鞋销量排行榜。,在天猫中查找高跟鞋按销量排序,在天猫中搜索<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,天猫,天猫里能搜到哪些手机壳？帮我找几个最便宜的。,在天猫中搜索最便宜的手机壳,在天猫中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,天猫,YoYo，帮我查查天猫商城有没有高端咖啡机，按价格从高到低排。,在天猫商城中查看高端咖啡机按价格从高到低排序,在天猫中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,天猫,天猫里能搜到得力这家店铺吗？,在天猫中搜索得力店铺,在天猫中搜索<搜索内容>店,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,天猫,我想看看我在天猫上的搜索记录。,在天猫中查看搜索记录,在天猫中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,天猫,YoYo，帮我清除天猫上的搜索记录。,在天猫中清除搜索记录,在天猫中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,天猫,YoYo，帮我找找天猫的拍照搜索功能。,在天猫中查找拍照搜索功能,在天猫中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,闲鱼,闲鱼二手平台上现在有投影仪吗？,在闲鱼二手中搜索投影仪,在闲鱼中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,YoYo，快去咸鱼帮我找找有没有好的Switch游戏机！我想看综合排序靠前的,在咸鱼中查找Switch游戏机按综合排序,在闲鱼中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,YoYo，快在闲鱼二手中搜索登山包，并按最近活跃排序。,在闲鱼二手中搜索登山包并按最近活跃排序,在闲鱼中搜索<搜索内容>按最近活跃排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,YoYo，我想在咸鱼上找些附近的二手书，你能帮我搜一下吗？,在咸鱼中搜索附近的二手书,在闲鱼中搜索<搜索内容>按离我最近排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,我想在闲鱼二手看看有没有卖Switch游戏机的，你能帮我按信用排序筛选吗？,在闲鱼二手中查看Switch游戏机按信用排序筛选,在闲鱼中搜索<搜索内容>按信用排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,有没有办法在咸鱼上搜索蓝牙耳机并按价格升序排列？,在咸鱼中搜索蓝牙耳机按价格升序排列,在闲鱼中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,你能帮我在咸鱼市场搜一双耐克的鞋吗？要按价格从高到低排列,在咸鱼市场中搜索耐克鞋按价格从高到低排列,在闲鱼中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,YOYO，帮我查一下我在闲鱼二手里的搜索记录。,在闲鱼二手中查看搜索记录,在闲鱼中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,闲鱼,闲鱼怎么清除搜索记录啊？,在闲鱼中清除搜索记录,在闲鱼中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,闲鱼,YOYO你能使用闲鱼的拍照搜索吗？,在闲鱼中使用拍照搜索,在闲鱼中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,抖音火山版,火山小视频的商城里能搜到户外帐篷吗？,在火山小视频中的商城搜索户外帐篷,在抖音火山版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音火山版,YoYo，在火山小视频里帮我找一下男士运动鞋，按综合排序,在火山小视频中查找男士运动鞋按综合排序,在抖音火山版的商城中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音火山版,YoYo，快帮我打开抖音火山版，在商城里面找一下空气炸锅，记得按销量排序哦~,在抖音火山版中的商城搜索空气炸锅并按销量排序,在抖音火山版的商城中搜索<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音火山版,帮我用抖音火山版找一下儿童玩具，价格从低到高排出来。,在抖音火山版中查找儿童玩具按照价格从低到高排序,在抖音火山版的商城中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音火山版,YoYo，在火山小视频里找一下蓝牙耳机，按价格从高到低排。,在火山小视频中查找蓝牙耳机并按价格从高到低排序,在抖音火山版的商城中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音火山版,帮我在火山小视频里搜一下良品铺子店铺,在火山小视频中搜索良品铺子店铺,在抖音火山版的商城中搜索<搜索内容>店,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音火山版,请帮我查看在火山app中的商城搜索记录。,在火山中查看商城搜索记录,在抖音火山版的商城中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,抖音火山版,请帮我删除一下抖音火山版商城搜索历史。,在抖音火山版中删除商城搜索历史,在抖音火山版的商城中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,抖音火山版,帮我找一下火山app商城里的相机功能，谢谢！,在火山中查找商城里的相机功能,在抖音火山版的商城中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,阿里巴巴,在阿里巴巴上搜索一下便携式投影仪。,在阿里巴巴中搜索便携式投影仪,在阿里巴巴中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,阿里巴巴,在阿里巴巴帮我搜一下牛仔裤，按综合排序,在阿里巴巴中搜索牛仔裤按综合排序,在阿里巴巴中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,阿里巴巴,我想在1688上搜索蓝牙耳机，能按销量排序吗,在1688中搜索蓝牙耳机按照销量排序,在阿里巴巴中搜索<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,阿里巴巴,在阿里巴巴上帮我找一下蓝牙耳机，按价格从低到高排序。,在阿里巴巴中查找蓝牙耳机按价格从低到高排序,在阿里巴巴中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,阿里巴巴,YoYo，帮我查查阿里巴巴里有没有这款SK-II神仙水，按价格从高到低排序！,在阿里巴巴中搜查看SK-II神仙水按价格从高到低排序,在阿里巴巴中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,阿里巴巴,在阿里巴巴上帮我找找靠枕，按回头率排序。,在阿里巴巴中查找靠枕并按回头率排序,在阿里巴巴中搜索<搜索内容>按回头率从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,阿里巴巴,快帮我搜索阿里巴巴店铺，关键词是“户外探险装备”。,在阿里巴巴中搜索“户外探险装备”店铺,在阿里巴巴中搜索<搜索内容>店,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,阿里巴巴,我想在1688里面找卖手机支架的店铺，记得按综合排序筛选哦！,在1688中搜索卖手机支架的店铺按综合排序,在阿里巴巴中搜索<搜索内容>店按综合排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,阿里巴巴,YoYo，在阿里巴巴上帮我找几家卖数据线的店铺，按销量排个序。,在阿里巴巴中查找卖数据线的店铺并按销量排序,在阿里巴巴中搜索<搜索内容>店按销量排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,阿里巴巴,我想在1688里搜索连衣裙店铺，然后按照回头率排序，你能帮我吗？,在1688中搜索连衣裙店铺按照回头率排序,在阿里巴巴中搜索<搜索内容>店按回头率排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,阿里巴巴,我想看看我在1688上的搜索历史，能帮我吗？,在1688中查看搜索历史,在阿里巴巴中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,阿里巴巴,帮我把阿里巴巴里的搜索历史删掉。,在阿里巴巴中删除搜索历史,在阿里巴巴中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,阿里巴巴,打开阿里巴巴，教我怎么用拍照搜同款衣服。,在阿里巴巴中使用拍照搜同款衣服,在阿里巴巴中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,唯品会,帮我查一下唯品会里有没有ins风小众耳环。,在唯品会中查找ins风小众耳环,在唯品会中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,唯品会,在唯品会里帮我找一下夏季连衣裙，按综合排序显示。,在唯品会中查找夏季连衣裙按综合排序显示,在唯品会中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,唯品会,YoYo，快帮我查查唯品会上有没有卖星空投影灯，要销量高的。,在唯品会中查看销量高的星空投影灯,在唯品会中搜索<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,唯品会,唯品会里能帮我搜一下运动鞋然后按价格从低到高排吗？,在唯品会中搜索运动鞋按价格从低到高排序,在唯品会中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,唯品会,在唯品会里帮我找一下运动鞋，按价格从高到低排序。,在唯品会中查找运动鞋按价格从高到低排序,在唯品会中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,唯品会,唯品会的搜索历史在哪查看啊？,在唯品会中查看搜索历史,在唯品会中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,唯品会,我在唯品会的搜索记录怎么删啊？,在唯品会中删除搜索记录,在唯品会中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,唯品会,YOYO，帮我使用唯品会里的相机拍照搜索。,在唯品会中使用相机拍照搜索,在唯品会中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,得物,哎呀，在dw上怎么搜登山背包呢？,在dw中搜索登山背包,在得物中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,得物,毒上有没有卖那种复古风的帆布包？,在毒中搜索复古风的帆布包,在得物中搜索商品<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,得物,在得物潮流里帮我找一下运动鞋，按综合排序,在得物潮流中查找运动鞋按综合排序,在得物中搜索商品<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,得物,YoYo，帮我查查得物上有没有销量高的滑板，我想买一个。,在得物中查找销量高的滑板,在得物中搜索商品<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,得物,YoYo，在得物潮流里搜一下运动鞋，按价格从低到高排下。,在得物潮流中搜索运动鞋按价格从低到高排序,在得物中搜索商品<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,得物,在得物里搜一下 AJ1 鞋子，按价格从高到低排。,在得物中搜索AJ1鞋子并按价格从高到低排序,在得物中搜索商品<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,得物,我想在毒APP里看看之前都搜过啥。,在毒中查看搜索历史,在得物中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,得物,YOYO，帮我清除一下得物里面的输入框内容。,在得物中清除输入框内容,在得物中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-搜索,得物,毒里面的相机功能在哪里呀？,在毒中查找相机功能,在得物中使用拍照搜索功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""打开app程序的图片搜索功能""}]"
购物-搜索,,在转转市场里能帮我找一下二手蓝牙耳机吗？,在转转市场中查找二手蓝牙耳机,在转转中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,转转,转转市场里面能搜到儿童积木玩具吗？按综合排序,在转转市场中搜索儿童积木玩具按综合排序,在转转中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,转转,转转二手上的运动鞋怎么按上架时间排序的，帮我搜一下,在转转二手中搜索运动鞋并按上架时间排序,在转转中搜索<搜索内容>按最新上架排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,转转,我想在转转二手买个滑板，你能帮我搜索一下吗，我想要最便宜的,在转转二手中搜索最便宜的滑板,在转转中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,转转,在转转市场里搜一下最新款的Switch游戏机，按价格从高到低排。,在转转市场中搜索最新款的Switch游戏机并按价格从高到低排序,在转转中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,转转,我想在转转二手里面查看之前的搜索历史怎么办？,在转转二手中查看搜索历史,在转转中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""打开app程序的搜索历史界面""}]"
购物-搜索,转转,我在转转上怎么删掉之前的搜索记录啊？,在转转中删除搜索记录,在转转中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""清除app中的搜索历史""}]"
购物-物流,抖音,我昨天在dy买的东西现在想看看物流进展，YoYo你帮我查一下呗？,在dy中查看购买东西的物流进展,在抖音的商城中查看订单物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音,直接打开抖音，进入我的订单页面，查看已签收的物流信息。,在抖音中查看已签收的物流信息,在抖音的商城中查看已签收物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音,我想在抖音视频里查看我的待取件物流进度，可以吗？,在抖音视频中查看我的待取件物流进度,在抖音的商城中查看待取件物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音,我想在抖音短视频里看看我的订单派送到哪了。,在抖音短视频中查看订单派送情况,在抖音的商城中查看派送中物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音,YoYo，帮我查一下抖音商城运输中订单的物流进度。,在抖音中的商城查看运输中订单的物流进度,在抖音的商城中查看运送中物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,我在抖音极速版买的商品怎么查看物流信息？,在抖音极速版中查看购买商品的物流信息,在抖音极速版的商城中查看订单物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,YoYo，帮我查一下抖音极速版里的商城订单物流状态，显示已签收了吗？,在抖音极速版中查看商城订单已签收物流状态,在抖音极速版的商城中查看已签收物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-物流,抖音极速版,YOYO，在抖音极速版里面怎么查商城订单的物流啊？就是那种还没取件的。,在抖音极速版中查看还没取件的商城订单物流,在抖音极速版的商城中查看待取件物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
