车列表,taxiSkuList,query,sysSessionId,模型1返回结果,模型2返回结果,模型2正确结果,备注,标注人,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '24.7'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '31.6'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '33.9'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '22.6'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '25.0-31.6'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴特快', 'price': '35.9'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '50.7'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '19.8'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '21.4'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '22.7'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '37.6'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '50.1'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '126.5'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '77.9'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '266.4'}]}",打车去卓越后海，选最便宜的车型,sessionId20250626lhx0011,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}",['7'],['7'],,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '23.1'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '28.9'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '31.2'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '20.6-28.9'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '21.1'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴特快', 'price': '31.9'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '46.5'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '18.9'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '19.9'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '22.1'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '35.1'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '45.6'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '118.5'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '66.7'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '244.1'}]}",打车去留仙洞，选所有价格车型,sessionId20250626lhx0012,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '16.0'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '18.9'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '21.1'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '15.5'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '16.9-18.8'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴特快', 'price': '20.2'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '33.9'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '13.1'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '13.4'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '14.7'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '23.0'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '29.0'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '88.5'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '48.6'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '190.8'}]}",打车去龙华简上村69栋，只拼车,sessionId20250626lhx0013,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}",['4'],['4'],,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '8.5'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '9.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '11.3'}, {'index': '3', 'category': '推荐', 'carModel': '出租车', 'price': '7.0'}, {'index': '4', 'category': '推荐', 'carModel': '滴滴特快', 'price': '9.7'}, {'index': '5', 'category': '推荐', 'carModel': '如祺出行', 'price': '10.0'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '15.5'}, {'index': '7', 'category': '拼车', 'carModel': '极速拼车', 'price': '8.0-9.0'}, {'index': '8', 'category': '特价', 'carModel': '花小猪外接版', 'price': '7.4'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '8.0'}, {'index': '10', 'category': '快速', 'carModel': '曹操出行', 'price': '8.8'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '11.8'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '71.3'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '18.5'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '163.0'}]}",打车去先科花园，勾选快速车、特价车、舒适车型,sessionId20250626lhx0014,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['0', '1', '9', '10', '11', '12']","['0', '1', '4','7','8','9', '10', '11', '12']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '13.8'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '15.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '17.2'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '13.1'}, {'index': '4', 'category': '推荐', 'carModel': '滴滴特快', 'price': '16.0'}, {'index': '5', 'category': '推荐', 'carModel': '出租车', 'price': '21.0'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '27.9'}, {'index': '7', 'category': '拼车', 'carModel': '极速拼车', 'price': '13.4-15.0'}, {'index': '8', 'category': '特价', 'carModel': '花小猪外接版', 'price': '11.1'}, {'index': '9', 'category': '快速', 'carModel': '曹操出行', 'price': '10.8'}, {'index': '10', 'category': '快速', 'carModel': '花小猪正价版', 'price': '12.7'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '18.5'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '68.6'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '40.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '163.0'}]}",打车去希尔顿欢朋酒店，车型选择如祺出行,sessionId20250626lhx0015,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}",['3'],['3'],,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '26.2'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '34.1'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '36.4'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '24.3'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '26.5-34.1'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴特快', 'price': '38.9'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '54.3'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '21.0'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '23.3'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '24.4'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '37.7'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '54.1'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '132.3'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '82.0'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '277.1'}]}",打车去阿里中心，车型选择曹操出行和特惠快车,sessionId20250626lhx0016,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","['0', '8']","['0', '8']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '14.4'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '17.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '19.3'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '15.1'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '15.3-17.0'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴特快', 'price': '18.1'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '31.1'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '11.5'}, {'index': '8', 'category': '快速', 'carModel': '花小猪正价版', 'price': '13.1'}, {'index': '9', 'category': '快速', 'carModel': '曹操出行', 'price': '13.1'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '23.5'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '24.4'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '80.0'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '47.4'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '180.3'}]}",打车去到开心麻花红山剧场，任意车型都可以,sessionId20250626lhx0017,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}",[],[],,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'carModel': '特惠快车', 'price': '11.3'}, {'index': '1', 'carModel': '滴滴快车', 'price': '11.8'}, {'index': '2', 'carModel': '宽敞好车', 'price': '14.1'}, {'index': '3', 'carModel': '极速拼车', 'price': '10.6-11.8'}, {'index': '4', 'carModel': '如祺出行', 'price': '11.1'}, {'index': '5', 'carModel': '滴滴特快', 'price': '12.5'}, {'index': '6', 'carModel': '滴滴专车', 'price': '23.2'}, {'index': '7', 'carModel': '花小猪外接版', 'price': '9.0'}, {'index': '8', 'carModel': '花小猪正价版', 'price': '9.9'}, {'index': '9', 'carModel': '滴滴轻享', 'price': '14.9'}, {'index': '10', 'carModel': '出租车', 'price': '16.2'}, {'index': '11', 'carModel': '滴滴豪华车', 'price': '73.0'}, {'index': '12', 'carModel': '六座专车', 'price': '33.7'}, {'index': '13', 'carModel': '六座豪华车', 'price': '163.0'}]}",打车去深圳市儿童医院站，打舒适车和滴滴快车,sessionId20250626lhx0018,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}",['1'],"['0', '1',  '3',  '5']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '8.9'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '9.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '11.3'}, {'index': '3', 'category': '推荐', 'carModel': '出租车', 'price': '9.4'}, {'index': '4', 'category': '推荐', 'carModel': '滴滴特快', 'price': '9.7'}, {'index': '5', 'category': '推荐', 'carModel': '如祺出行', 'price': '10.0'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '16.7'}, {'index': '7', 'category': '拼车', 'carModel': '极速拼车', 'price': '8.0-9.0'}, {'index': '8', 'category': '特价', 'carModel': '花小猪外接版', 'price': '7.4'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '8.0'}, {'index': '10', 'category': '快速', 'carModel': '曹操出行', 'price': '9.6'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '11.8'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '71.3'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '22.0'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '163.0'}]}",打车去深圳市公安交通警察局，打特价车和特惠快车,sessionId20250626lhx0019,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['0', '8']","['0', '8']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '27.8'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '35.1'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '37.4'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '24.0'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '27.1-35.1'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴特快', 'price': '38.9'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '52.1'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '20.6'}, {'index': '8', 'category': '特价', 'carModel': '惊喜特价', 'price': '27.7'}, {'index': '9', 'category': '快速', 'carModel': '曹操出行', 'price': '20.2'}, {'index': '10', 'category': '快速', 'carModel': '花小猪正价版', 'price': '24.9'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '38.5'}, {'index': '12', 'category': '快速', 'carModel': '出租车', 'price': '58.0'}, {'index': '13', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '140.2'}, {'index': '14', 'category': '六座', 'carModel': '六座专车', 'price': '80.1'}, {'index': '15', 'category': '六座', 'carModel': '六座豪华车', 'price': '282.4'}]}",打特惠快车和六座豪华车去龙华区公检法业务大楼,sessionId20250626lhx0020,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['0', '15']","['0', '15']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '11.3'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '11.9'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '14.2'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '11.9'}, {'index': '4', 'category': '推荐', 'carModel': '滴滴特快', 'price': '12.5'}, {'index': '5', 'category': '推荐', 'carModel': '出租车', 'price': '16.1'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '23.2'}, {'index': '7', 'category': '拼车', 'carModel': '极速拼车', 'price': '10.6-11.8'}, {'index': '8', 'category': '特价', 'carModel': '花小猪外接版', 'price': '9.1'}, {'index': '9', 'category': '快速', 'carModel': '花小猪正价版', 'price': '10.0'}, {'index': '10', 'category': '快速', 'carModel': '曹操出行', 'price': '10.6'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '15.0'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '68.6'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '34.0'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '163.0'}]}",打车去税务局，打极速拼车、特惠快车和六座专车,sessionId20250626lhx0021,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['0', '7', '13']","['0', '7', '13']",,王笑,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '13.3'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '15.7'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '17.9'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '13.6'}, {'index': '4', 'category': '推荐', 'carModel': '滴滴特快', 'price': '16.7'}, {'index': '5', 'category': '推荐', 'carModel': '出租车', 'price': '21.9'}, {'index': '6', 'category': '推荐', 'carModel': '滴滴专车', 'price': '29.0'}, {'index': '7', 'category': '拼车', 'carModel': '极速拼车', 'price': '14.1-15.7'}, {'index': '8', 'category': '特价', 'carModel': '花小猪外接版', 'price': '11.4'}, {'index': '9', 'category': '快速', 'carModel': '曹操出行', 'price': '11.8'}, {'index': '10', 'category': '快速', 'carModel': '花小猪正价版', 'price': '12.9'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '19.4'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '76.2'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '40.6'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '169.0'}]}",打车去深圳北站，只打20元以内的滴滴快车,sessionId20250626lhx0022,"{'appName': '滴滴', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '9', '10', '11']","['0', '1', '4','7','9', '10', '11']",,王笑,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '19.3-30.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '24.5-32.7'}, {'index': '2', 'category': '经济型', 'carModel': '东潮出行', 'price': '23'}, {'index': '3', 'category': '经济型', 'carModel': '曹操出行', 'price': '25'}, {'index': '4', 'category': '经济型', 'carModel': '中军出行', 'price': '25'}, {'index': '5', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '27'}, {'index': '6', 'category': '经济型', 'carModel': '900出行', 'price': '27'}, {'index': '7', 'category': '经济型', 'carModel': '如祺出行', 'price': '27'}, {'index': '8', 'category': '经济型', 'carModel': '享道出行', 'price': '28'}, {'index': '9', 'category': '经济型', 'carModel': '神州专车', 'price': '28'}, {'index': '10', 'category': '经济型', 'carModel': '全民GO', 'price': '29'}, {'index': '11', 'category': '经济型', 'carModel': '5U出行', 'price': '29'}, {'index': '12', 'category': '经济型', 'carModel': '斑马快跑', 'price': '29'}, {'index': '13', 'category': '经济型', 'carModel': '妥妥E行', 'price': '29'}, {'index': '14', 'category': '经济型', 'carModel': '中交出行', 'price': '29'}, {'index': '15', 'category': '经济型', 'carModel': '及时用车', 'price': '30'}, {'index': '16', 'category': '经济型', 'carModel': 'T3出行', 'price': '33'}, {'index': '17', 'category': '经济型', 'carModel': '阳光出行', 'price': '35'}, {'index': '18', 'category': '经济型', 'carModel': '首汽约车', 'price': '38'}, {'index': '19', 'category': '经济型', 'carModel': '聚的新出租', 'price': '51'}, {'index': '20', 'category': '经济型', 'carModel': '深圳出租', 'price': '51'}, {'index': '21', 'category': '特快车', 'carModel': 'undefined', 'price': '45'}, {'index': '22', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '23', 'category': '优享型', 'carModel': '享道出行', 'price': '29'}, {'index': '24', 'category': '优享型', 'carModel': '曹操出行', 'price': '33'}, {'index': '25', 'category': '优享型', 'carModel': '神州专车', 'price': '34'}, {'index': '26', 'category': '优享型', 'carModel': '斑马快跑', 'price': '34'}, {'index': '27', 'category': '优享型', 'carModel': '东潮出行', 'price': '34'}, {'index': '28', 'category': '优享型', 'carModel': '中交出行', 'price': '34'}, {'index': '29', 'category': '优享型', 'carModel': '全民GO', 'price': '36'}, {'index': '30', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '36'}, {'index': '31', 'category': '优享型', 'carModel': '妥妥E行', 'price': '37'}, {'index': '32', 'category': '优享型', 'carModel': '及时用车', 'price': '38'}, {'index': '33', 'category': '优享型', 'carModel': '首汽约车', 'price': '42'}, {'index': '34', 'category': '优享型', 'carModel': '阳光出行', 'price': '42'}, {'index': '35', 'category': '优享型', 'carModel': 'T3出行', 'price': '43'}, {'index': '36', 'category': '轻享专车', 'carModel': 'undefined', 'price': '43-60'}, {'index': '37', 'category': '六座商务', 'carModel': 'undefined', 'price': '84-99'}, {'index': '38', 'category': '豪华型', 'carModel': 'undefined', 'price': '93-119'}]}",打车去动物园，选80元以内的车型,sessionId20250626lhx0023,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']",,王笑,,,,,,,,,,,
